gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry
4561,747730,(11:58) (Shotgun) J.McCown pass short middle to J.Kerley to MIA 28 for 8 yards (K.Alonso; M.Hull).,NYJ,MIA,PASS,4,42,3,11,58,10,0,3,3,2,9,64,4,8,Y,,Y,,,,,,,,JM-2900,Y,,SM,JK-1000,,KA-0750,MH-3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747731,(11:16) J.McCown pass short right to L.Thomas to MIA 13 for 15 yards (R.Jones).,NYJ,MIA,PASS,5,41,3,11,16,10,0,2,3,3,1,72,4,15,Y,Y,,,,,,,,,JM-2900,Y,,SR,LT-0262,,RJ-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747732,(10:35) M.Forte left tackle to MIA 1 for 12 yards (V.Taylor; K.Alonso).,NYJ,MIA,RUSH,6,43,3,10,35,10,0,2,3,1,10,87,5,12,Y,Y,,,,MF-1300,,LT,VT-0162,KA-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747733,"(9:52) B.Qvale and B.Powell left end for 1 yard, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld.",NYJ,MIA,RUSH,7,4,3,9,52,10,0,2,3,1,1,99,5,1,Y,Y,,,7,BP-1200,,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747734,"C.Catanzaro extra point is GOOD, Center-T.Hennessy, Holder-L.Edwards.",NYJ,MIA,FGXP,7,3,3,9,48,17,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CC-1150,33,Y,,,,,,,,,,,,,
4561,747735,"C.Catanzaro kicks 65 yards from NYJ 35 to end zone, Touchback.",MIA,NYJ,KOFF,0,6,3,9,48,0,17,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-1150,65,40,Y,,
4561,747736,(9:48) J.Cutler pass short right to K.Stills to MIA 29 for 4 yards (D.Roberts).,MIA,NYJ,PASS,1,30,3,9,48,0,17,3,2,1,10,25,2,4,Y,,,,,,,,,,JC-6200,Y,,SR,KS-2350,,DR-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747737,"(9:21) (No Huddle, Shotgun) J.Cutler pass short left to D.Parker to MIA 28 for -1 yards (D.Davis).",MIA,NYJ,PASS,2,35,3,9,21,0,17,3,2,2,6,29,2,-1,,,Y,Y,,,,,,,JC-6200,Y,,SL,DP-0350,,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747738,"(8:46) (No Huddle, Shotgun) J.Cutler pass incomplete deep right to K.Stills [T.Brooks].",MIA,NYJ,PASS,3,9,3,8,46,0,17,3,2,3,7,28,2,,,,Y,Y,,,,,,,JC-6200,,,DR,KS-2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747739,(8:37) (Punt formation) M.Haack pass deep right intended for L.Carroo INTERCEPTED by T.Brooks at MIA 49. T.Brooks ran ob at MIA 49 for no gain.,MIA,NYJ,PASS,4,4,3,8,37,0,17,3,2,4,7,28,2,,,,,,,,,,,,MH-0050,,,DR,LC-0150,,,,,,,,,,,,,,,,,,,,,,,,TB-2750,0,,,,,,,,,,,,,,,,,,,,,,,,
4561,747740,(8:33) B.Powell right guard to MIA 48 for 1 yard (N.Allen).,NYJ,MIA,RUSH,1,37,3,8,33,17,0,2,3,1,10,51,3,1,,,,,,BP-1200,,RG,NA-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747741,(7:56) J.McCown pass short middle to A.Seferian-Jenkins to MIA 44 for 4 yards (C.Allen) [W.Hayes].,NYJ,MIA,PASS,2,39,3,7,56,17,0,2,3,2,9,52,3,4,,,,,,,,,,,JM-2900,Y,,SM,AS-0550,,CA-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747742,(7:17) (Shotgun) J.McCown pass short left to J.Kearse to MIA 37 for 7 yards (X.Howard).,NYJ,MIA,PASS,3,39,3,7,17,17,0,2,3,3,5,56,3,7,Y,Y,Y,,,,,,,,JM-2900,Y,,SL,JK-0250,,XH-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747743,"(6:38) (Shotgun) J.McCown to MIA 42 for -5 yards (N.Suh). FUMBLES (N.Suh), and recovers at MIA 30.",NYJ,MIA,RUSH,4,46,3,6,38,17,0,2,3,1,10,63,4,7,Y,,Y,,,JM-2900,,MD,NS-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JM-2900,JM-2900,,NS-0800,,,,,,,,,,,,,,,,,,,,
4561,747744,(5:52) (Shotgun) E.McGuire up the middle to MIA 28 for 2 yards (M.Hull; K.Alonso).,NYJ,MIA,RUSH,5,40,3,5,52,17,0,2,3,2,3,70,4,2,Y,,Y,,,EM-0950,,MD,KA-0750,MH-3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747745,(5:12) B.Powell left tackle to MIA 28 for no gain (C.Allen).,NYJ,MIA,RUSH,6,44,3,5,12,17,0,1,3,3,1,72,4,0,,,,,,BP-1200,,LT,CA-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747746,"(4:28) C.Catanzaro 46 yard field goal is GOOD, NULLIFIED by Penalty, Center-T.Hennessy, Holder-L.Edwards. PENALTY on MIA-W.Hayes, Illegal Formation, 5 yards, enforced at MIA 28 - No Play.",NYJ,MIA,NOPL,6,3,3,4,28,17,0,1,3,4,1,72,4,,,Y,,,,,,,,,,,,,,,,,,,MIA,WH-0300,Illegal Formation,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747747,(4:25) J.McCown pass incomplete deep middle to R.Anderson.,NYJ,MIA,PASS,7,5,3,4,25,17,0,1,3,1,10,77,4,,,,,,,,,,,,JM-2900,,,DM,RA-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747748,(4:20) (Shotgun) B.Powell left tackle to MIA 19 for 4 yards (A.Branch).,NYJ,MIA,RUSH,8,40,3,4,20,17,0,1,3,2,10,77,4,4,,,Y,,,BP-1200,,LT,AB-2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747749,(3:40) (Shotgun) J.McCown pass short middle to J.Kerley to MIA 9 for 10 yards (R.Jones).,NYJ,MIA,PASS,9,37,3,3,40,17,0,1,3,3,6,81,5,10,Y,Y,Y,,,,,,,,JM-2900,Y,,SM,JK-1000,,RJ-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747750,(3:03) E.McGuire right end to MIA 4 for 5 yards (M.Thomas).,NYJ,MIA,RUSH,10,44,3,3,3,17,0,1,3,1,9,91,5,5,Y,,,,,EM-0950,,RE,MT-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747751,(2:19) J.McCown pass incomplete short right to A.Seferian-Jenkins.,NYJ,MIA,PASS,11,4,3,2,19,17,0,1,3,2,4,96,5,,,,,,,,,,,,JM-2900,,,SR,AS-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747752,(2:15) (Shotgun) B.Powell up the middle to MIA 4 for no gain (R.Jones; N.Suh).,NYJ,MIA,RUSH,12,37,3,2,15,17,0,1,3,3,4,96,5,0,,,Y,,,BP-1200,,MD,NS-0800,RJ-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747753,"(1:38) C.Catanzaro 22 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",NYJ,MIA,FGXP,13,3,3,1,38,17,0,1,3,4,4,96,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,CC-1150,22,Y,,,,,,,,,,,,,
4561,747754,"C.Catanzaro kicks 65 yards from NYJ 35 to end zone, Touchback.",MIA,NYJ,KOFF,0,6,3,1,35,0,20,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-1150,65,40,Y,,
4561,747755,(1:35) (Shotgun) J.Cutler pass short left to J.Thomas to MIA 30 for 5 yards (B.Skrine).,MIA,NYJ,PASS,1,30,3,1,35,0,20,3,1,1,10,25,2,5,Y,,Y,,,,,,,,JC-6200,Y,,SL,JT-2000,,BS-2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747756,(1:01) (Shotgun) J.Cutler pass deep right to K.Stills to MIA 47 for 17 yards (B.Skrine).,MIA,NYJ,PASS,2,36,3,1,1,0,20,3,1,2,5,30,2,17,Y,Y,Y,,,,,,,,JC-6200,Y,,DR,KS-2350,,BS-2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747757,"(:25) (No Huddle, Shotgun) J.Cutler pass short right to J.Ajayi to NYJ 49 for 4 yards (D.Davis).",MIA,NYJ,PASS,3,21,3,0,25,0,20,3,1,1,10,47,3,4,Y,,Y,Y,,,,,,,JC-6200,Y,,SR,JA-0450,,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747758,(:04) (Shotgun) J.Cutler pass short right to J.Landry to NYJ 41 for 8 yards (D.Roberts).,MIA,NYJ,PASS,4,30,3,0,4,0,20,3,1,2,6,51,3,8,Y,Y,Y,,,,,,,,JC-6200,Y,,SR,JL-0215,,DR-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747759,(15:00) (Shotgun) J.Cutler pass short left to J.Thomas to NYJ 37 for 4 yards (D.Davis).,MIA,NYJ,PASS,5,23,4,15,0,0,20,3,1,1,10,59,3,4,Y,,Y,,,,,,,,JC-6200,Y,,SL,JT-2000,,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747760,"(14:37) (No Huddle, Shotgun) J.Ajayi right tackle to NYJ 32 for 5 yards (D.Davis).",MIA,NYJ,RUSH,6,22,4,14,37,0,20,3,1,2,6,63,4,5,Y,,Y,Y,,JA-0450,,RT,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747761,"(14:15) (No Huddle, Shotgun) J.Cutler pass short left to J.Landry to NYJ 21 for 11 yards (B.Skrine).",MIA,NYJ,PASS,7,30,4,14,15,0,20,3,1,3,1,68,4,11,Y,Y,Y,Y,,,,,,,JC-6200,Y,,SL,JL-0215,,BS-2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747762,(13:45) (Shotgun) J.Cutler pass incomplete deep right to K.Stills.,MIA,NYJ,PASS,8,5,4,13,45,0,20,3,1,1,10,79,4,,,,Y,,,,,,,,JC-6200,,,DR,KS-2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747763,(13:40) (Shotgun) J.Cutler pass incomplete short right to L.Carroo.,MIA,NYJ,PASS,9,4,4,13,40,0,20,3,1,2,10,79,4,,,,Y,,,,,,,,JC-6200,,,SR,LC-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747764,(13:36) (Shotgun) J.Cutler pass incomplete short left to J.Ajayi [L.Williams].,MIA,NYJ,PASS,10,4,4,13,36,0,20,3,1,3,10,79,4,,,,Y,,,,,,,,JC-6200,,,SL,JA-0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747765,(13:32) (Shotgun) J.Cutler pass incomplete deep right to J.Landry (M.Claiborne).,MIA,NYJ,PASS,11,6,4,13,32,0,20,3,1,4,10,79,4,,,,Y,,,,,,,,JC-6200,,,DR,JL-0215,MC-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747766,(13:26) (Shotgun) B.Powell up the middle to NYJ 30 for 9 yards (M.Hull; M.Thomas).,NYJ,MIA,RUSH,1,43,4,13,26,20,0,1,3,1,10,21,2,9,Y,,Y,,,BP-1200,,MD,MH-3735,MT-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747767,"(12:43) J.McCown pass incomplete short left to J.Kearse. PENALTY on MIA-X.Howard, Defensive Pass Interference, 11 yards, enforced at NYJ 30 - No Play.",NYJ,MIA,NOPL,1,4,4,12,43,20,0,1,3,2,1,30,2,,,Y,,,,,,,,,,,,,,,,,,,MIA,XH-0100,Defensive Pass Interference,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747768,(12:39) (Shotgun) B.Powell left guard to NYJ 46 for 5 yards (M.Hull).,NYJ,MIA,RUSH,2,42,4,12,39,20,0,1,3,1,10,41,3,5,Y,,Y,,,BP-1200,,LG,MH-3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747769,(11:57) B.Powell right tackle to NYJ 47 for 1 yard (N.Suh).,NYJ,MIA,RUSH,3,38,4,11,57,20,0,1,3,2,5,46,3,1,,,,,,BP-1200,,RT,NS-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747770,(11:19) J.McCown pass short right to A.Seferian-Jenkins to NYJ 47 for no gain (R.Jones).,NYJ,MIA,PASS,4,40,4,11,19,20,0,1,3,3,4,47,3,0,,,,,,,,,,,JM-2900,Y,,SR,AS-0550,,RJ-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747771,"(10:39) L.Edwards punts 43 yards to MIA 10, Center-T.Hennessy, fair catch by J.Grant.",MIA,NYJ,PUNT,0,7,4,10,39,0,20,3,1,4,4,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE-0025,43,43,,JG-2950,,Y,,,,,,
4561,747772,"(10:32) (Shotgun) J.Cutler pass deep right to K.Stills to MIA 27 for 17 yards (D.Roberts) [D.Lee]. PENALTY on NYJ-D.Lee, Roughing the Passer, 15 yards, enforced at MIA 27.",MIA,NYJ,PASS,1,39,4,10,32,0,20,3,1,1,10,10,1,17,Y,Y,Y,,,,,,,,JC-6200,Y,,DR,KS-2350,,DR-1950,,,,NYJ,DL-0550,Roughing the Passer,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747773,(9:53) (Shotgun) J.Cutler pass short right to J.Grant to NYJ 46 for 12 yards (D.Roberts).,MIA,NYJ,PASS,2,44,4,9,53,0,20,3,1,1,10,42,3,12,Y,Y,Y,,,,,,,,JC-6200,Y,,SR,JG-2950,,DR-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747774,(9:09) (Shotgun) J.Cutler pass incomplete short right to K.Drake.,MIA,NYJ,PASS,3,6,4,9,9,0,20,3,1,1,10,54,3,,,,Y,,,,,,,,JC-6200,,,SR,KD-1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747775,(9:03) (Shotgun) J.Cutler sacked at NYJ 49 for -3 yards (D.Bass).,MIA,NYJ,PASS,4,42,4,9,3,0,20,3,1,2,10,54,3,-3,,,Y,,,,,,,,JC-6200,,,,,,,,DB-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747776,(8:21) (Shotgun) J.Cutler pass short middle to J.Landry to NYJ 42 for 7 yards (D.Davis).,MIA,NYJ,PASS,5,40,4,8,21,0,20,3,1,3,13,51,3,7,,,Y,,,,,,,,JC-6200,Y,,SM,JL-0215,,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747777,(7:41) (Shotgun) J.Cutler pass short middle to D.Parker to NYJ 38 for 4 yards (J.Stanford).,MIA,NYJ,PASS,6,6,4,7,41,0,20,3,1,4,6,58,3,4,,,Y,,,,,,,,JC-6200,Y,,SM,DP-0350,,JS-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747778,"(7:35) (Shotgun) J.McCown FUMBLES (Aborted) at NYJ 34, and recovers at NYJ 35. J.McCown to NYJ 37 for 2 yards (R.Jones).",NYJ,MIA,RUSH,1,43,4,7,35,20,0,1,3,1,10,38,2,0,,,Y,,,JM-2900,,MD,RJ-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JM-2900,JM-2900,,,,,,,,,,,,,,,,,,,,,,
4561,747779,"(6:52) (Shotgun) E.McGuire right tackle to NYJ 43 for 6 yards (B.Maxwell). FUMBLES (B.Maxwell), RECOVERED by MIA-M.Hull at 50. M.Hull to 50 for no gain. M.Hull pass short left to R.Jones pushed ob at NYJ 32 for 18 yards (A.Seferian-Jenkins). PENALTY on MIA-M.Hull, Illegal Forward Pass, 5 yards, enforced at 50.",NYJ,MIA,RUSH,2,12,4,6,52,20,0,1,3,2,11,37,2,6,,Y,Y,,,EM-0950,,RT,BM-0600,,,,,,,,,,,,MIA,MH-3735,Illegal Forward Pass,3,5,,,,,,,,,,,,,,,,EM-0950,MH-3735,0,BM-0600,,,,,,,,,,,,,,,,,,,,
4561,747780,(6:40) (Shotgun) J.Cutler pass incomplete short middle to J.Landry (D.Davis).,MIA,NYJ,PASS,1,5,4,6,40,0,20,3,1,1,10,45,3,,,,Y,,,,,,,,JC-6200,,,SM,JL-0215,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747781,(6:35) (Shotgun) J.Cutler pass incomplete short left to K.Stills [K.Ealy].,MIA,NYJ,PASS,2,4,4,6,35,0,20,3,1,2,10,45,3,,,,Y,,,,,,,,JC-6200,,,SL,KS-2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747782,"(6:31) (Shotgun) J.Cutler sacked at MIA 33 for -12 yards (B.Skrine). PENALTY on NYJ-J.Adams, Taunting, 15 yards, enforced at MIA 33.",MIA,NYJ,PASS,3,9,4,6,31,0,20,3,1,3,10,45,3,-12,,,Y,,,,,,,,JC-6200,,,,,,,,BS-2300,,NYJ,JA-0150,Taunting,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747783,(6:22) (Shotgun) J.Cutler pass short right to K.Drake to 50 for 2 yards (D.Davis).,MIA,NYJ,PASS,4,36,4,6,22,0,20,3,1,1,10,48,3,2,,,Y,,,,,,,,JC-6200,Y,,SR,KD-1462,,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747784,(5:46) (Shotgun) J.Cutler pass short right to D.Parker ran ob at NYJ 37 for 13 yards.,MIA,NYJ,PASS,5,28,4,5,46,0,20,3,1,2,8,50,3,13,Y,Y,Y,,,,,,,,JC-6200,Y,,SR,DP-0350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747785,(5:18) (Shotgun) J.Cutler pass short right to D.Parker to NYJ 29 for 8 yards (T.Brooks).,MIA,NYJ,PASS,6,42,4,5,18,0,20,3,1,1,10,63,4,8,Y,,Y,,,,,,,,JC-6200,Y,,SR,DP-0350,,TB-2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747786,(4:36) (Shotgun) J.Cutler pass short middle intended for J.Landry INTERCEPTED by T.Brooks at NYJ 15. T.Brooks pushed ob at NYJ 28 for 13 yards (J.Landry).,MIA,NYJ,PASS,7,9,4,4,36,0,20,3,1,2,2,71,4,,,,Y,,,,,,,,JC-6200,,,SM,JL-0215,,,,,,,,,,,,,,,,,,,,,,,,TB-2750,13,,,,,,,,,,,,,,,,,,,,,,,,
4561,747787,(4:27) B.Powell right tackle to NYJ 35 for 7 yards (C.Allen).,NYJ,MIA,RUSH,1,41,4,4,27,20,0,1,3,1,10,28,2,7,Y,,,,,BP-1200,,RT,CA-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747788,(3:46) B.Powell up the middle to NYJ 35 for no gain (D.Godchaux).,NYJ,MIA,RUSH,2,42,4,3,46,20,0,1,3,2,3,35,2,0,,,,,,BP-1200,,MD,DG-1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747789,(3:04) B.Powell up the middle to NYJ 33 for -2 yards (C.Harris; M.Hull).,NYJ,MIA,RUSH,3,39,4,3,4,20,0,1,3,3,3,35,2,-2,,,,,,BP-1200,,MD,CH-1450,MH-3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747790,"(2:25) L.Edwards punts 47 yards to MIA 20, Center-T.Hennessy. J.Grant MUFFS catch, and recovers at MIA 20. J.Grant to MIA 20 for no gain (J.Burris).",MIA,NYJ,PUNT,0,10,4,2,25,0,20,3,1,4,5,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JG-2950,JG-2950,,,,,,,,,,LE-0025,47,47,,JG-2950,0,,,,,,,
4561,747791,(2:15) K.Drake right end to MIA 20 for no gain (L.Williams).,MIA,NYJ,RUSH,1,15,4,2,15,0,20,3,1,1,10,20,1,0,,,,,,KD-1462,,RE,LW-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747792,(2:00) (Shotgun) J.Cutler pass short right to D.Parker ran ob at MIA 34 for 14 yards.,MIA,NYJ,PASS,2,5,4,2,0,0,20,3,1,2,10,20,1,14,Y,Y,Y,,,,,,,,JC-6200,Y,,SR,DP-0350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747793,"(1:55) (No Huddle, Shotgun) J.Cutler pass deep right to D.Parker to NYJ 40 for 26 yards (J.Burris).",MIA,NYJ,PASS,3,31,4,1,55,0,20,3,1,1,10,34,2,26,Y,Y,Y,Y,,,,,,,JC-6200,Y,,DR,DP-0350,,JB-7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747794,"(1:24) (No Huddle, Shotgun) J.Cutler pass short right to D.Parker to NYJ 31 for 9 yards (J.Burris).",MIA,NYJ,PASS,4,31,4,1,24,0,20,3,1,1,10,60,4,9,Y,,Y,Y,,,,,,,JC-6200,Y,,SR,DP-0350,,JB-7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747795,(:53) (Shotgun) J.Cutler pass short left to J.Landry to NYJ 16 for 15 yards (B.Skrine).,MIA,NYJ,PASS,5,32,4,0,53,0,20,3,1,2,1,69,4,15,Y,Y,Y,,,,,,,,JC-6200,Y,,SL,JL-0215,,BS-2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747796,"(:21) (No Huddle, Shotgun) J.Cutler pass incomplete deep left to K.Stills.",MIA,NYJ,PASS,6,5,4,0,21,0,20,3,1,1,10,84,5,,,,Y,Y,,,,,,,JC-6200,,,DL,KS-2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747797,(:16) (Shotgun) J.Cutler scrambles up the middle to NYJ 7 for 9 yards (D.Davis).,MIA,NYJ,RUSH,7,10,4,0,16,0,20,3,1,2,10,84,5,9,Y,,Y,,,JC-6200,,MD,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747798,"(:06) (Shotgun) PENALTY on NYJ, Illegal Substitution, 4 yards, enforced at NYJ 7 - No Play.",MIA,NYJ,NOPL,7,20,4,0,6,0,20,2,1,3,1,93,5,,,Y,,,,,,,,,,,,,,,,,,,NYJ,,Illegal Substitution,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747799,"(:06) (Shotgun) J.Cutler pass short left to D.Parker for 3 yards, TOUCHDOWN. Penalty on NYJ-J.Burris, Defensive Holding, declined.",MIA,NYJ,PASS,8,20,4,0,6,0,20,2,1,1,3,97,5,3,Y,Y,Y,,6,,,,,,JC-6200,Y,,SL,DP-0350,,,,,,NYJ,JB-7950,Defensive Holding,5,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,747800,"C.Parkey extra point is No Good, Wide Left, Center-J.Denney, Holder-M.Haack.",MIA,NYJ,FGXP,8,3,4,0,0,6,20,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CP-0575,33,N,,,,,,,,,,,,,
4562,747801,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",CAR,NO,KOFF,0,6,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WL-0300,65,40,Y,,
4562,747802,(15:00) C.Newton pass short left to C.McCaffrey pushed ob at CAR 32 for 7 yards (K.Vaccaro).,CAR,NO,PASS,1,30,1,15,0,0,0,3,3,1,10,25,2,7,Y,,,,,,,,,,CN-0500,Y,,SL,CM-1225,,KV-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,747803,(14:30) (Shotgun) J.Stewart left guard to CAR 37 for 5 yards (K.Vaccaro; A.Klein).,CAR,NO,RUSH,2,37,1,14,30,0,0,3,3,2,3,32,2,5,Y,Y,Y,,,JS-6700,,LG,AK-0650,KV-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
