gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry
4553,746398,(15:00) (Shotgun) T.Montgomery left guard to ATL 36 for 2 yards (D.Campbell).,GB,ATL,RUSH,9,42,4,15,0,10,34,3,3,2,1,62,4,2,Y,Y,Y,,,TM-3150,,LG,DC-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746399,"(14:18) (Shotgun) PENALTY on GB-K.Murphy, False Start, 5 yards, enforced at ATL 36 - No Play.",GB,ATL,NOPL,9,35,4,14,18,10,34,3,3,1,10,64,4,,,,,,,,,,,,,,,,,,,,,,GB,KM-3400,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746400,(13:43) A.Rodgers pass incomplete short right to D.Adams.,GB,ATL,PASS,10,6,4,13,43,10,34,3,3,1,15,59,3,,,,,,,,,,,,AR-1300,,,SR,DA-0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746401,(13:37) (Shotgun) A.Rodgers pass short left to R.Rodgers to ATL 33 for 8 yards (D.Jones).,GB,ATL,PASS,11,43,4,13,37,10,34,3,3,2,15,59,3,8,,,Y,,,,,,,,AR-1300,Y,,SL,RR-1050,,DJ-2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746402,(12:54) (Shotgun) A.Rodgers pass incomplete short middle to R.Rodgers (D.Campbell).,GB,ATL,PASS,12,4,4,12,54,10,34,3,3,3,7,67,4,,,,Y,,,,,,,,AR-1300,,,SM,RR-1050,DC-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746403,"(12:50) (Shotgun) A.Rodgers pass deep left to D.Adams for 33 yards, TOUCHDOWN.",GB,ATL,PASS,13,8,4,12,50,10,34,3,3,4,7,67,4,33,Y,Y,Y,,6,,,,,,AR-1300,Y,,DL,DA-0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746404,(Pass formation) TWO-POINT CONVERSION ATTEMPT. A.Rodgers pass to D.Adams is incomplete. ATTEMPT FAILS.,GB,ATL,CONV,14,0,4,12,42,16,34,3,3,,2,98,5,,,,,,,,,,,,AR-1300,,,,DA-0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746405,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",ATL,GB,KOFF,0,6,4,12,42,34,16,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC-3000,65,40,Y,,
4553,746406,(12:42) D.Freeman left tackle to ATL 34 for 9 yards (J.Ryan).,ATL,GB,RUSH,1,35,4,12,42,34,16,3,3,1,10,25,2,9,Y,,,,,DF-1875,,LT,JR-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746407,(12:00) D.Freeman right guard to ATL 43 for 9 yards (J.Jones).,ATL,GB,RUSH,2,45,4,12,0,34,16,3,3,2,1,34,2,9,Y,Y,,,,DF-1875,,RG,JJ-4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746408,(11:15) D.Freeman right guard to ATL 46 for 3 yards (D.Lowry).,ATL,GB,RUSH,3,43,4,11,15,34,16,3,3,1,10,43,3,3,Y,,,,,DF-1875,,RG,DL-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746409,(10:32) D.Freeman right guard to ATL 47 for 1 yard (N.Perry).,ATL,GB,RUSH,4,43,4,10,32,34,16,3,3,2,7,46,3,1,,,,,,DF-1875,,RG,NP-0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746410,(9:49) (Shotgun) M.Ryan pass incomplete deep right to J.Jones11 [K.Fackrell].,ATL,GB,PASS,5,6,4,9,49,34,16,3,3,3,6,47,3,,,,Y,,,,,,,,MR-2500,,,DR,JJ-4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746411,"(9:43) M.Bosher punts 38 yards to GB 15, Center-J.Harris, fair catch by T.Davis. Penalty on GB-J.Ryan, Running Into the Kicker, declined.",GB,ATL,PUNT,0,8,4,9,43,16,34,3,3,4,6,47,3,,,,,,,,,,,,,,,,,,,,,,GB,JR-3650,Running Into the Kicker,6,,D,,,,,,,,,,,,,,,,,,,,,,,,,,MB-3000,38,38,,TD-0737,,Y,,,,,,
4553,746412,(9:35) (Shotgun) A.Rodgers pass short right to T.Montgomery ran ob at GB 38 for 23 yards (D.Riley).,GB,ATL,PASS,1,33,4,9,35,16,34,3,3,1,10,15,1,23,Y,Y,Y,,,,,,,,AR-1300,Y,,SR,TM-3150,,DR-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746413,(9:02) (Shotgun) T.Montgomery left guard to GB 45 for 7 yards (R.Allen; D.Riley).,GB,ATL,RUSH,2,40,4,9,2,16,34,3,3,1,10,38,2,7,Y,,Y,,,TM-3150,,LG,DR-1750,RA-0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746414,(8:22) (Shotgun) A.Rodgers pass short left to J.Williams pushed ob at 50 for 5 yards (D.Riley).,GB,ATL,PASS,3,26,4,8,22,16,34,3,3,2,3,45,3,5,Y,Y,Y,,,,,,,,AR-1300,Y,,SL,JW-3650,,DR-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746415,(7:56) A.Rodgers pass short right to M.Bennett pushed ob at ATL 37 for 13 yards (K.Neal).,GB,ATL,PASS,4,19,4,7,56,16,34,3,3,1,10,50,3,13,Y,Y,,,,,,,,,AR-1300,Y,,SR,MB-1800,,KN-0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746416,(7:37) (Shotgun) A.Rodgers pass short right to M.Bennett to ATL 31 for 6 yards (D.Campbell).,GB,ATL,PASS,5,25,4,7,37,16,34,3,3,1,10,63,4,6,Y,,Y,,,,,,,,AR-1300,Y,,SR,MB-1800,,DC-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746417,(7:12) (Shotgun) A.Rodgers pass short left to G.Allison to ATL 18 for 13 yards (B.Poole).,GB,ATL,PASS,6,44,4,7,12,16,34,3,3,2,4,69,4,13,Y,Y,Y,,,,,,,,AR-1300,Y,,SL,GA-0250,,BP-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746418,(6:28) (Shotgun) A.Rodgers pass short right to D.Adams to ATL 1 for 17 yards (R.Allen).,GB,ATL,PASS,7,34,4,6,28,16,34,3,3,1,10,82,5,17,Y,Y,Y,,,,,,,,AR-1300,Y,,SR,DA-0212,,RA-0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746419,"(5:54) (Shotgun) A.Rodgers pass short middle to T.Montgomery for 1 yard, TOUCHDOWN.",GB,ATL,PASS,8,3,4,5,54,16,34,3,3,1,1,99,5,1,Y,Y,Y,,7,,,,,,AR-1300,Y,,SM,TM-3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746420,"M.Crosby extra point is GOOD, Center-B.Goode, Holder-J.Vogel.",GB,ATL,FGXP,8,3,4,5,51,23,34,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,MC-3000,33,Y,,,,,,,,,,,,,
4553,746421,M.Crosby kicks 60 yards from GB 35 to ATL 5. A.Roberts ran ob at ATL 21 for 16 yards (M.Evans).,ATL,GB,KOFF,0,6,4,5,51,34,23,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC-3000,60,44,,AR-1100,16
4553,746422,(5:46) D.Freeman right tackle to ATL 23 for 2 yards (D.Lowry).,ATL,GB,RUSH,1,6,4,5,46,34,23,3,3,1,10,21,2,2,,,,,,DF-1875,,RT,DL-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746423,"(5:40) PENALTY on ATL-A.Hooper, False Start, 5 yards, enforced at ATL 23 - No Play.",ATL,GB,NOPL,1,20,4,5,40,34,23,3,2,2,8,23,2,,,,,,,,,,,,,,,,,,,,,,ATL,AH-3650,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746424,(5:40) M.Ryan pass short left to T.Gabriel to ATL 30 for 12 yards (J.Jones).,ATL,GB,PASS,2,30,4,5,40,34,23,3,2,2,13,18,1,12,Y,,,,,,,,,,MR-2500,Y,,SL,TG-0025,,JJ-4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746425,(4:54) D.Freeman right tackle to ATL 38 for 8 yards (B.Martinez).,ATL,GB,RUSH,3,8,4,4,54,34,23,3,2,3,1,30,2,8,Y,Y,,,,DF-1875,,RT,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746426,"(4:46) PENALTY on ATL-A.Levitre, False Start, 5 yards, enforced at ATL 38 - No Play.",ATL,GB,NOPL,3,35,4,4,46,34,23,3,2,1,10,38,2,,,,,,,,,,,,,,,,,,,,,,ATL,AL-0700,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746427,(4:11) M.Ryan pass short right to J.Jones11 to ATL 46 for 13 yards (D.Randall).,ATL,GB,PASS,4,6,4,4,11,34,23,3,2,1,15,33,2,13,Y,,,,,,,,,,MR-2500,Y,,SR,JJ-4700,,DR-0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746428,(4:05) D.Freeman right end to ATL 45 for -1 yards (J.Jones).,ATL,GB,RUSH,5,6,4,4,5,34,23,3,1,2,2,46,3,-1,,,,,,DF-1875,,RE,JJ-4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746429,(3:59) (Shotgun) M.Ryan pass short middle to M.Sanu to GB 45 for 10 yards (Q.Rollins).,ATL,GB,PASS,6,46,4,3,59,34,23,3,0,3,3,45,3,10,Y,Y,Y,,,,,,,,MR-2500,Y,,SM,MS-0150,,QR-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746430,(3:13) D.Freeman left end to GB 43 for 2 yards (B.Martinez).,ATL,GB,RUSH,7,44,4,3,13,34,23,2,0,1,10,55,3,2,,,,,,DF-1875,,LE,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746431,(2:29) D.Freeman right end to GB 44 for -1 yards (B.Martinez).,ATL,GB,RUSH,8,29,4,2,29,34,23,2,0,2,8,57,3,-1,,,,,,DF-1875,,RE,BM-0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746432,(2:00) T.Coleman right end to GB 44 for no gain (J.Thomas).,ATL,GB,RUSH,9,47,4,2,0,34,23,2,0,3,9,56,3,0,,,,,,TC-2050,,RE,JT-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746433,"(1:13) M.Bosher punts 32 yards to GB 12, Center-J.Harris, downed by ATL-J.Hardy.",GB,ATL,PUNT,0,11,4,1,13,23,34,0,1,4,9,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB-3000,32,32,,,,,,,,,,
4553,746434,(1:02) (Shotgun) A.Rodgers pass incomplete short right to G.Allison.,GB,ATL,PASS,1,10,4,1,2,23,34,0,1,1,10,12,1,,,,Y,,,,,,,,AR-1300,,,SR,GA-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746435,(:52) (Shotgun) A.Rodgers pass incomplete short left [A.Clayborn].,GB,ATL,PASS,2,10,4,0,52,23,34,0,1,2,10,12,1,,,,Y,,,,,,,,AR-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746436,"(:52) (Shotgun) A.Rodgers pass incomplete short middle to T.Montgomery. Penalty on GB-T.Davis, Illegal Shift, declined.",GB,ATL,PASS,3,10,4,0,52,23,34,0,1,3,10,12,1,,,,Y,,,,,,,,AR-1300,,,SM,TM-3150,,,,,,GB,TD-0737,Illegal Shift,3,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746437,(:48) (Shotgun) A.Rodgers pass short middle to M.Bennett to GB 30 for 18 yards (D.Campbell).,GB,ATL,PASS,4,24,4,0,48,23,34,0,1,4,10,12,1,18,Y,Y,Y,,,,,,,,AR-1300,Y,,SM,MB-1800,,DC-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746438,"(:24) (No Huddle, Shotgun) A.Rodgers pass short right to T.Davis ran ob at GB 39 for 9 yards.",GB,ATL,PASS,5,7,4,0,24,23,34,0,1,1,10,30,2,9,Y,,Y,Y,,,,,,,AR-1300,Y,,SR,TD-0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746439,(:17) (Shotgun) A.Rodgers pass incomplete short left to M.Bennett.,GB,ATL,PASS,6,7,4,0,17,23,34,0,1,2,1,39,2,,,,Y,,,,,,,,AR-1300,,,SL,MB-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,746440,(:10) (Shotgun) A.Rodgers pass short left to G.Allison to GB 42 for 3 yards (R.Alford).,GB,ATL,PASS,7,20,4,0,10,23,34,0,1,3,1,39,2,3,Y,Y,Y,,,,,,,,AR-1300,Y,,SL,GA-0250,,RA-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746441,"A.Rosas kicks 61 yards from NYG 35 to DET 4. J.Agnew to DET 19 for 15 yards (K.Wynn, N.Berhe).",DET,NYG,KOFF,0,10,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-1450,61,46,,JA-0425,15
4554,746442,"(14:50) A.Abdullah left tackle to DET 23 for 4 yards (D.Kennard, D.Rodgers-Cromartie).",DET,NYG,RUSH,1,29,1,14,50,0,0,3,3,1,10,19,1,4,Y,,,,,AA-0025,,LT,DK-0465,DR-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746443,(14:21) M.Stafford pass short right to E.Ebron to DET 40 for 17 yards (L.Collins).,DET,NYG,PASS,2,45,1,14,21,0,0,3,3,2,6,23,2,17,Y,Y,,,,,,,,,MS-4100,Y,,SR,EE-0050,,LC-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746444,"(13:36) A.Abdullah left guard to DET 41 for 1 yard (D.Rodgers-Cromartie, D.Kennard).",DET,NYG,RUSH,3,44,1,13,36,0,0,3,3,1,10,40,2,1,,,,,,AA-0025,,LG,DK-0465,DR-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746445,"(12:52) A.Abdullah left guard to DET 41 for no gain (D.Tomlinson, L.Collins).",DET,NYG,RUSH,4,37,1,12,52,0,0,3,3,2,9,41,3,0,,,,,,AA-0025,,LG,DT-1725,LC-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746446,"(12:15) (No Huddle, Shotgun) M.Stafford pass short left to D.Fells to DET 44 for 3 yards (D.Rodgers-Cromartie).",DET,NYG,PASS,5,41,1,12,15,0,0,3,3,3,9,41,3,3,,,Y,Y,,,,,,,MS-4100,Y,,SL,DF-0550,,DR-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746447,"(11:34) J.Locke punts 40 yards to NYG 16, Center-D.Muhlbach, fair catch by D.Harris17.",NYG,DET,PUNT,0,9,1,11,34,0,0,3,3,4,6,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JL-2250,40,40,,DH-1800,,Y,,,,,,
4554,746448,"(11:25) P.Perkins right tackle to NYG 16 for no gain (T.Whitehead, T.Wilson).",NYG,DET,RUSH,1,33,1,11,25,0,0,3,3,1,10,16,1,0,,,,,,PP-0350,,RT,TW-1750,TW-3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746449,"(10:52) (Shotgun) E.Manning sacked at NYG 14 for -2 yards (H.Ngata). FUMBLES (H.Ngata) [H.Ngata], touched at NYG 10, RECOVERED by DET-D.Slay at NYG 0. TOUCHDOWN. The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) E.Manning sacked at NYG 13 for -3 yards (H.Ngata).",NYG,DET,PASS,2,18,1,10,52,0,0,3,3,2,10,16,1,-3,,,Y,,,,,,,,EM-0200,,,,,,,,HN-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746450,(10:34) (Shotgun) S.Vereen left guard to NYG 17 for 4 yards (T.Wilson).,NYG,DET,RUSH,3,43,1,10,34,0,0,3,3,3,13,13,1,4,,,Y,,,SV-0200,,LG,TW-3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746451,"(9:51) B.Wing punts 37 yards to DET 46, Center-Z.DeOssie, out of bounds.",DET,NYG,PUNT,0,8,1,9,51,0,0,3,3,4,9,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW-2625,37,37,,,,,,,,,,
4554,746452,(9:43) M.Stafford pass incomplete deep right to M.Jones.,DET,NYG,PASS,1,7,1,9,43,0,0,3,3,1,10,46,3,,,,,,,,,,,,MS-4100,,,DR,MJ-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746453,(9:36) (Shotgun) A.Abdullah right end to NYG 46 for 8 yards (D.Thompson).,DET,NYG,RUSH,2,42,1,9,36,0,0,3,3,2,10,46,3,8,Y,,Y,,,AA-0025,,RE,DT-1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746454,(8:54) (Shotgun) M.Stafford pass short right to E.Ebron pushed ob at NYG 39 for 7 yards (E.Apple).,DET,NYG,PASS,3,36,1,8,54,0,0,3,3,3,2,54,3,7,Y,Y,Y,,,,,,,,MS-4100,Y,,SR,EE-0050,,EA-0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746455,(8:18) A.Abdullah left end to NYG 35 for 4 yards (D.Rodgers-Cromartie).,DET,NYG,RUSH,4,49,1,8,18,0,0,3,3,1,10,61,4,4,Y,,,,,AA-0025,,LE,DR-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746456,"(7:29) (No Huddle, Shotgun) A.Abdullah left end pushed ob at NYG 31 for 4 yards (R.Cockrell). PENALTY on DET-G.Robinson, Offensive Holding, 10 yards, enforced at NYG 35 - No Play.",DET,NYG,NOPL,4,30,1,7,29,0,0,3,3,2,6,65,4,,,,,,,,,,,,,,,,,,,,,,DET,GR-0450,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746457,(6:59) M.Stafford pass short left to T.Riddick to NYG 38 for 7 yards (L.Collins).,DET,NYG,PASS,5,43,1,6,59,0,0,3,3,2,16,55,3,7,,,,,,,,,,,MS-4100,Y,,SL,TR-0370,,LC-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746458,"(6:16) (No Huddle, Shotgun) M.Stafford scrambles up the middle to NYG 25 for 13 yards (R.Cockrell).",DET,NYG,RUSH,6,44,1,6,16,0,0,3,3,3,9,62,4,13,Y,Y,Y,Y,,MS-4100,,MD,RC-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746459,"(5:32) A.Abdullah left end to NYG 27 for -2 yards (D.Rodgers-Cromartie, D.Harrison).",DET,NYG,RUSH,7,46,1,5,32,0,0,3,3,1,10,75,4,-2,,,,,,AA-0025,,LE,DH-1850,DR-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746460,"(4:46) (No Huddle, Shotgun) M.Stafford sacked ob at NYG 27 for 0 yards (K.Wynn).",DET,NYG,PASS,8,46,1,4,46,0,0,3,3,2,12,73,4,0,,,Y,Y,,,,,,,MS-4100,,,,,,,,KW-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746461,"(4:00) (No Huddle, Shotgun) M.Stafford pass deep right to M.Jones for 27 yards, TOUCHDOWN.",DET,NYG,PASS,9,30,1,4,0,0,0,3,3,3,12,73,4,27,Y,Y,Y,Y,7,,,,,,MS-4100,Y,,DR,MJ-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746462,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-J.Locke. PENALTY on NYG-E.Apple, Defensive Offside, 5 yards, enforced between downs.",DET,NYG,FGXP,9,3,1,4,0,7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,NYG,EA-0575,Defensive Offside,4,5,,,,,,,,,,,,,,,,,,,,,,,XP,MP-2100,33,Y,,,,,,,,,,,,,
4554,746463,"J.Locke kicks 60 yards from DET 40 to end zone, Touchback.",NYG,DET,KOFF,0,6,1,4,0,0,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JL-2250,60,35,Y,,
4554,746464,(4:00) S.Shepard right end to NYG 37 for 12 yards (G.Quin).,NYG,DET,RUSH,1,35,1,4,0,0,7,3,3,1,10,25,2,12,Y,Y,,,,SS-1250,,RE,GQ-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746465,"(3:23) (No Huddle, Shotgun) E.Manning pass short right to O.Beckham Jr. to NYG 41 for 4 yards (D.Slay, T.Wilson).",NYG,DET,PASS,2,42,1,3,23,0,7,3,3,1,10,37,2,4,Y,,Y,Y,,,,,,,EM-0200,Y,,SR,OB-0075,,DS-2250,TW-3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746466,(2:41) (Shotgun) E.Manning pass short middle to R.Lewis to NYG 49 for 8 yards (D.Slay).,NYG,DET,PASS,3,34,1,2,41,0,7,3,3,2,6,41,3,8,Y,Y,Y,,,,,,,,EM-0200,Y,,SM,RL-0625,,DS-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746467,(2:07) E.Manning pass short middle to R.Ellison to DET 39 for 12 yards (P.Worrilow).,NYG,DET,PASS,4,38,1,2,7,0,7,3,3,1,10,49,3,12,Y,Y,,,,,,,,,EM-0200,Y,,SM,RE-0400,,PW-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746468,(1:29) P.Perkins left guard to DET 40 for -1 yards (D.Slay).,NYG,DET,RUSH,5,38,1,1,29,0,7,3,3,1,10,61,4,-1,,,,,,PP-0350,,LG,DS-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746469,"(:51) (Shotgun) E.Manning pass short middle to P.Perkins to DET 35 for 5 yards (E.Ansah, J.Davis).",NYG,DET,PASS,6,43,1,0,51,0,7,3,3,2,11,60,4,5,,,Y,,,,,,,,EM-0200,Y,,SM,PP-0350,,EA-0550,JD-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746470,(:08) (Shotgun) E.Manning pass short right to E.Engram to DET 18 for 17 yards (Q.Diggs).,NYG,DET,PASS,7,30,1,0,8,0,7,3,3,3,6,65,4,17,Y,Y,Y,,,,,,,,EM-0200,Y,,SR,EE-0400,,QD-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746471,"(15:00) E.Manning pass deep middle to E.Engram for 18 yards, TOUCHDOWN. PENALTY on NYG-E.Engram, Unsportsmanlike Conduct, 15 yards, enforced between downs.",NYG,DET,PASS,8,5,2,15,0,0,7,3,3,1,10,82,5,18,Y,Y,,,7,,,,,,EM-0200,Y,,DM,EE-0400,,,,,,NYG,EE-0400,Unsportsmanlike Conduct,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,746472,"A.Rosas extra point is GOOD, Center-Z.DeOssie, Holder-B.Wing.",NYG,DET,FGXP,8,3,2,14,55,7,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,AR-1450,33,Y,,,,,,,,,,,,,
4554,746473,"A.Rosas kicks 77 yards from NYG 20 to DET 3, out of bounds.",DET,NYG,KOFF,0,6,2,14,55,7,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-1450,77,40,,,
4554,746474,(14:55) M.Stafford pass incomplete short right to M.Jones [E.Apple].,DET,NYG,PASS,1,10,2,14,55,7,7,3,3,1,10,55,3,,,,,,,,,,,,MS-4100,,,SR,MJ-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
