pid,bc,dir,yds,succ,kne
747523,LM-1150,LE,12,1,0
747524,LM-1150,MD,3,0,0
747526,DW-1725,LT,2,0,0
747528,DW-1725,RT,6,1,0
747539,MG-0650,RE,8,1,0
747540,MG-0650,LT,3,1,0
747542,MG-0650,RT,0,0,0
747551,DW-1725,RE,4,1,0
747552,DW-1725,RE,5,1,0
747553,LM-1150,MD,0,0,0
747555,TB-2300,LT,6,1,0
747558,JW-2550,MD,5,0,0
747568,LM-1150,MD,5,1,0
747569,DW-1725,MD,7,1,0
747573,LM-1150,MD,9,1,0
747574,LM-1150,MD,2,1,0
747581,MG-0650,LG,7,1,0
747582,MG-0650,LE,-3,0,0
747584,MG-0650,MD,4,1,0
747585,DL-1700,LG,2,0,0
747588,JW-2550,RG,1,0,0
747592,DF-1362,LG,3,0,0
747595,TE-0350,RT,4,1,0
747596,DF-1362,MD,5,1,0
747597,DF-1362,MD,4,1,0
747598,DF-1362,LE,3,0,0
747600,DF-1362,LT,5,1,0
747601,DF-1362,LT,2,0,0
747605,MG-0650,LG,5,1,0
747606,MG-0650,LG,4,1,0
747607,MG-0650,MD,0,0,0
747609,LM-1150,MD,5,1,0
747610,LM-1150,MD,3,1,0
747611,DW-1725,MD,7,1,0
747623,LM-1150,LT,1,0,0
747625,LM-1150,LT,7,1,0
747626,LM-1150,RG,2,1,0
747627,LM-1150,MD,0,0,0
747644,MF-1300,RG,3,0,0
747646,EM-0950,MD,2,0,0
747649,JA-0450,LE,-2,0,0
747650,DW-3125,LG,8,1,0
747653,MF-1300,MD,4,1,0
747660,BP-1200,LT,2,0,0
747661,EM-0950,MD,10,1,0
747662,BP-1200,RE,-3,0,0
747667,JA-0450,RT,0,0,0
747670,DW-3125,RT,-3,0,0
747674,MF-1300,MD,1,0,0
747677,JA-0450,LT,4,1,0
747678,JA-0450,MD,4,1,0
747681,JA-0450,MD,8,1,0
747682,JA-0450,MD,-2,0,0
747686,EM-0950,MD,1,0,0
747689,MF-1300,RT,0,0,0
747693,EM-0950,RE,8,0,0
747699,JA-0450,RT,-2,0,0
747702,MF-1300,RG,-1,0,0
747704,JM-2900,RE,1,0,0
747706,JA-0450,RT,2,0,0
747710,BP-1200,LT,8,1,0
747711,BP-1200,MD,4,1,0
747717,JA-0450,MD,4,1,0
747721,JM-2900,NL,-1,0,1
747724,JA-0450,MD,-5,0,0
747728,MF-1300,RT,5,1,0
747729,MF-1300,LE,1,0,0
747732,MF-1300,LT,12,1,0
747733,BP-1200,LE,1,1,0
747740,BP-1200,RG,1,0,0
747743,JM-2900,MD,7,1,0
747744,EM-0950,MD,2,1,0
747745,BP-1200,LT,0,0,0
747748,BP-1200,LT,4,0,0
747750,EM-0950,RE,5,1,0
747752,BP-1200,MD,0,0,0
747760,JA-0450,RT,5,1,0
747766,BP-1200,MD,9,1,0
747768,BP-1200,LG,5,1,0
747769,BP-1200,RT,1,0,0
747778,JM-2900,MD,0,0,0
747779,EM-0950,RT,6,0,0
747787,BP-1200,RT,7,1,0
747788,BP-1200,MD,0,0,0
747789,BP-1200,MD,-2,0,0
747791,KD-1462,RE,0,0,0
747797,JC-6200,MD,9,1,0
747803,JS-6700,LG,5,1,0
747805,CM-1225,LE,7,1,0
747806,JS-6700,LE,17,1,0
747807,JS-6700,MD,4,1,0
747808,JS-6700,RE,5,1,0
747809,JS-6700,MD,1,1,0
747810,CM-1225,LE,5,1,0
747811,CM-1225,MD,2,0,0
747813,JS-6700,LG,4,1,0
747814,JS-6700,RE,2,0,0
747819,MI-0100,LT,5,1,0
747821,MI-0100,LT,2,0,0
747823,TL-0825,RE,8,1,0
747824,AP-0700,LG,5,1,0
747827,AP-0700,RE,6,1,0
747829,AP-0700,RT,-1,0,0
747834,JS-6700,MD,5,1,0
747835,CN-0500,MD,3,1,0
747836,CS-0050,LE,31,1,0
747839,JS-6700,RG,5,0,0
747848,JS-6700,LG,3,0,0
747850,CN-0500,LT,10,1,0
747852,AP-0700,RG,1,0,0
747858,JS-6700,LT,0,0,0
747862,MI-0100,LT,15,1,0
747865,MI-0100,MD,8,1,0
747866,AK-0050,MD,12,1,0
747867,TG-0900,LE,15,1,0
747868,MI-0100,LE,-5,0,0
747874,MI-0100,RG,3,0,0
747876,MI-0100,LT,2,0,0
747879,MI-0100,RE,2,0,0
747885,JS-6700,RT,6,1,0
747892,AP-0700,MD,4,1,0
747898,CM-1225,MD,2,1,0
747902,CN-0500,LE,3,1,0
747907,MI-0100,RT,11,1,0
747909,AP-0700,RE,11,1,0
747917,AP-0700,LT,6,1,0
747918,AP-0700,LT,3,1,0
747919,AP-0700,MD,-2,0,0
747925,MI-0100,RT,0,0,0
747927,MI-0100,MD,5,1,0
747928,AK-0050,RT,25,1,0
747935,MI-0100,LT,-1,0,0
747936,MI-0100,MD,2,0,0
