uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp,nflid
94717,4547,CI-0300,0,0,0,0,0,6,3,17,0,4,3,31,0,0,0,0,0,15,0,27,4.8,6.3,7.8,2,8,2017,JAC,RB,33,2,2507999
94718,4547,BK-1050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,2,3,2017,JAC,TE,83,2,2552396
94719,4547,DW-0500,0,0,0,0,0,1,1,1,1,4,4,61,0,0,0,0,0,0,0,56,12.2,14.2,16.2,2,12,2017,TEN,TE,82,1,2495966
94720,4547,CD-0975,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,23,0.4,0.9,1.4,2,1,2017,TEN,RWR,84,1,2557848
94721,4547,DH-2450,0,0,0,0,0,14,13,92,1,0,0,0,0,0,0,0,0,0,0,30,15.2,15.2,15.2,2,2,2017,TEN,RB,22,2,2556075
94722,4547,AH-3900,0,0,0,0,0,0,0,0,0,7,6,82,1,0,0,0,0,10,1,59,16.2,19.2,22.2,2,4,2017,JAC,RWR,88,1,2550353
94723,4547,RM-1500,0,0,0,0,0,0,0,0,0,5,3,43,0,0,0,0,0,0,0,48,4.3,5.8,7.3,2,6,2017,TEN,LWR,18,1,2532903
94724,4547,ML-1500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,54,0,0,0,2,12,2017,JAC,TE,89,1,2495888
94725,4547,JS-4550,0,0,0,0,0,0,0,0,0,3,2,30,1,0,0,0,0,0,0,37,9,10,11,2,1,2017,TEN,TE,81,3,2558207
94726,4547,TT-0150,0,0,0,0,0,2,1,16,0,1,1,42,0,0,0,0,0,0,0,12,5.8,6.3,6.8,2,1,2017,TEN,LWR,13,2,2557870
94727,4547,CG-1950,0,0,0,0,0,1,1,13,0,0,0,0,0,3,74,0,0,0,0,1,1.3,1.3,1.3,1,3,2017,JAC,RB,30,4,2553650
94728,4547,JO-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,2,3,2017,JAC,TE,86,3,2553318
94729,4547,KC-1550,0,0,0,0,0,0,0,0,0,3,2,13,0,1,14,0,0,0,0,44,1.3,2.3,3.3,2,1,2017,JAC,RWR,84,2,2559153
94730,4547,JF-2950,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,11,6.3,6.3,6.3,2,3,2017,TEN,FB,45,1,2552464
94731,4547,EW-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,11,2017,TEN,RWR,14,3,2507029
94732,4547,DF-1225,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,5,1.8,1.8,1.8,1,4,2017,TEN,RB,32,3,2550289
94733,4548,MG-1150,0,0,0,0,0,9,3,13,1,8,7,65,0,0,0,0,0,0,0,48,13.8,17.3,20.8,2,3,2017,LAC,RB,28,1,2552469
94734,4548,PR-0300,39,31,331,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,58,17.24,17.24,20.24,2,14,2017,LAC,QB,17,1,2506121
94735,4548,TB-1060,0,0,0,0,0,0,0,0,0,3,1,11,0,1,23,0,0,0,0,39,1.1,1.6,2.1,2,6,2017,LAC,RWR,12,2,2532790
94736,4548,JG-2950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,1,0,0,0,1,2,2017,MIA,RWR,19,2,2556190
94737,4548,JA-0450,0,0,0,0,0,28,12,122,0,2,2,4,0,0,0,0,0,0,0,64,12.6,13.6,17.6,1,3,2017,MIA,RB,23,1,2552582
94738,4548,JC-6200,33,24,230,0,1,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,68,13.1,13.1,13.1,1,12,2017,MIA,QB,6,1,2495824
94739,4548,JL-0215,1,0,0,0,0,1,0,-7,0,15,13,78,0,0,0,0,0,0,0,62,7.1,13.6,20.1,1,4,2017,MIA,SWR,14,1,2543488
94740,4548,JT-2000,0,0,0,0,0,0,0,0,0,3,3,26,0,0,0,0,0,0,0,65,2.6,4.1,5.6,1,7,2017,MIA,TE,89,1,2495353
94741,4548,KS-2350,0,0,0,0,0,0,0,0,0,5,2,37,1,0,0,0,0,0,0,60,9.7,10.7,11.7,1,5,2017,MIA,LWR,10,1,2540202
94742,4548,DP-0350,0,0,0,0,0,0,0,0,0,9,4,85,0,0,0,0,0,0,0,63,8.5,10.5,12.5,1,3,2017,MIA,RWR,11,1,2552409
94743,4548,SM-1750,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,5,1,1.5,2,1,6,2017,LAC,TE,84,4,2535943
94744,4548,TW-2875,0,0,0,0,0,0,0,0,0,4,4,54,0,0,0,0,0,5,0,52,5.4,7.4,9.4,2,3,2017,LAC,RWR,16,1,2553913
94745,4548,HH-0225,0,0,0,0,0,0,0,0,0,7,7,80,0,0,0,0,0,0,0,33,8,11.5,15,2,2,2017,LAC,TE,86,2,2555341
94746,4548,KA-0650,0,0,0,0,0,0,0,0,0,10,9,100,0,0,0,0,0,0,0,49,10,14.5,22,2,5,2017,LAC,LWR,13,1,2540154
94747,4548,KD-1462,0,0,0,0,0,1,0,-3,0,0,0,0,0,3,71,0,0,0,0,1,-0.3,-0.3,-0.3,1,2,2017,MIA,RB,32,3,2555230
94748,4548,BO-0150,0,0,0,0,0,3,1,31,0,0,0,0,0,0,0,0,0,0,0,7,3.1,3.1,3.1,2,4,2017,LAC,RB,32,2,2550658
94749,4548,DW-1750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,2017,LAC,FB,34,1,2555220
94750,4548,AG-0500,0,0,0,0,0,0,0,0,0,4,2,11,1,0,0,0,0,0,0,32,7.1,8.1,9.1,2,15,2017,LAC,TE,85,1,2505299
94751,4548,AE-0550,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,2,1,2017,LAC,RB,3,3,2559169
94752,4548,DI-0075,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,1,7,2017,LAC,LWR,15,2,2530700
94753,4549,CP-0750,0,0,0,0,0,3,2,57,1,1,1,6,0,3,70,0,0,0,0,27,12.3,12.8,13.3,2,5,2017,OAK,RWR,84,2,2540145
94754,4549,ML-2500,0,0,0,0,0,12,5,45,1,2,1,4,0,0,0,0,0,0,0,23,10.9,11.4,11.9,2,11,2017,OAK,RB,24,1,2495663
94755,4549,LS-1550,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,7,0,26,0.9,1.4,1.9,2,7,2017,OAK,TE,86,2,2495347
94756,4549,DC-0725,28,23,230,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,57,21.2,21.2,21.2,2,4,2017,OAK,QB,4,1,2543499
94757,4549,CW-0225,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,12,0.7,1.2,1.7,2,3,2017,OAK,TE,88,3,2552397
94758,4549,KR-0312,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,0,1,0,0,0,-2,-2,-1,1,2,2017,NYJ,RWR,84,4,2556661
94759,4549,JH-5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,2,2,2017,OAK,RWR,16,3,2556805
94760,4549,BP-1200,0,0,0,0,0,6,4,13,0,2,0,0,0,0,0,0,0,0,0,18,1.3,1.3,1.3,2,7,2017,NYJ,RB,29,2,2495328
94761,4549,MF-1300,0,0,0,0,0,9,7,53,0,4,4,38,0,0,0,0,0,0,0,27,9.1,11.1,13.1,2,10,2017,NYJ,RB,22,1,234
94762,4549,JM-2900,25,17,166,0,2,4,2,31,0,0,0,0,0,0,0,0,1,5,0,56,15.74,15.74,16.74,2,16,2017,NYJ,QB,15,1,2505076
94763,4549,MC-2900,0,0,0,0,0,0,0,0,0,6,6,80,3,0,0,0,0,0,0,35,26,29,32,2,9,2017,OAK,LWR,15,1,71269
94764,4549,AC-2350,0,0,0,0,0,0,0,0,0,5,4,33,0,0,0,0,0,0,0,48,3.3,5.3,7.3,2,3,2017,OAK,RWR,89,1,2552487
94765,4549,SR-0750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,0,0,2,4,2017,OAK,LWR,10,2,2550597
94766,4549,JC-4300,0,0,0,0,0,0,0,0,0,6,4,25,0,0,0,0,0,0,0,45,2.5,4.5,6.5,2,9,2017,OAK,TE,87,1,71265
94767,4549,DW-1350,0,0,0,0,0,6,3,20,0,3,3,15,0,0,0,0,0,0,0,13,3.5,5,6.5,2,2,2017,OAK,RB,33,3,2555464
94768,4549,RA-1125,0,0,0,0,0,0,0,0,0,4,2,28,0,0,0,0,0,0,0,44,2.8,3.8,4.8,2,2,2017,NYJ,LWR,11,1,2556462
94769,4549,JK-0250,0,0,0,0,0,0,0,0,0,5,4,64,2,0,0,0,0,0,0,49,18.4,20.4,22.4,2,6,2017,NYJ,RWR,10,1,2532887
94770,4549,JR-2075,0,0,0,0,0,6,2,58,1,2,2,51,0,1,13,0,0,0,0,17,16.9,17.9,18.9,2,2,2017,OAK,RB,30,2,2556885
94771,4549,EM-0950,0,0,0,0,0,6,3,29,0,2,1,7,0,0,0,0,0,0,0,11,3.6,4.1,4.6,1,1,2017,NYJ,RB,25,3,2557934
94772,4549,NS-0725,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,7,0.8,1.3,1.8,1,3,2017,NYJ,TE,85,4,2553451
94773,4549,WT-0600,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,42,0.4,0.9,1.4,2,3,2017,NYJ,TE,82,3,2553830
94774,4549,CP-0775,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,11,0.3,0.8,1.3,2,2,2017,NYJ,LWR,17,3,2555477
94775,4549,JK-1000,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,44,1.4,2.9,4.4,1,7,2017,NYJ,RWR,14,2,2495189
94776,4550,DP-2037,50,30,238,2,2,3,1,24,0,0,0,0,0,0,0,0,0,0,0,71,15.92,17.92,17.92,2,2,2017,DAL,QB,4,1,2555260
94777,4550,EE-0250,0,0,0,0,0,9,2,8,0,5,4,14,0,0,0,0,0,0,0,66,2.2,4.2,6.2,2,2,2017,DAL,RB,21,1,2555224
94778,4550,JW-6000,0,0,0,0,0,0,0,0,0,13,10,97,1,0,0,0,0,5,0,71,15.7,20.7,25.7,2,15,2017,DAL,TE,82,1,2505629
94779,4550,TS-1450,32,22,231,1,4,5,3,14,0,0,0,0,0,0,0,0,1,5,0,77,22.64,23.64,24.64,2,3,2017,DEN,QB,13,1,2553457
94780,4550,DT-0900,0,0,0,0,0,0,0,0,0,8,6,71,0,0,0,0,0,0,0,68,7.1,10.1,13.1,2,8,2017,DEN,LWR,88,1,497328
94781,4550,CA-0750,0,0,0,0,0,25,13,118,1,3,3,36,1,0,0,0,0,0,0,56,27.4,28.9,33.4,2,5,2017,DEN,RB,22,1,2540269
94782,4550,ES-0200,0,0,0,0,0,0,0,0,0,8,6,62,2,0,0,0,0,0,0,69,18.2,21.2,24.2,2,8,2017,DEN,RWR,10,1,497322
94783,4550,DB-5300,0,0,0,0,0,0,0,0,0,16,7,59,1,0,0,0,0,10,0,66,11.9,15.4,18.9,2,8,2017,DAL,LWR,88,1,497278
94784,4550,CB-1130,0,0,0,0,0,0,0,0,0,8,4,33,0,0,0,0,0,0,0,57,3.3,5.3,7.3,2,6,2017,DAL,SWR,11,1,2535698
94785,4550,CL-0275,0,0,0,0,0,0,0,0,0,2,2,22,0,1,25,0,0,0,0,14,2.2,3.2,4.2,2,4,2017,DEN,RWR,14,2,2543590
94786,4550,JC-2300,0,0,0,0,0,9,6,46,0,1,1,6,0,0,0,0,0,0,0,20,5.2,5.7,6.2,2,10,2017,DEN,RB,28,2,925
94787,4550,BF-0950,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,23,0.8,1.3,1.8,2,4,2017,DEN,LWR,16,2,2550198
94788,4550,TW-2270,0,0,0,0,0,0,0,0,0,5,4,17,0,0,0,0,0,0,0,49,1.7,3.7,5.7,2,5,2017,DAL,RWR,83,1,2539205
94789,4550,VG-0300,0,0,0,0,0,0,0,0,0,3,2,11,1,0,0,0,0,0,0,46,7.1,8.1,9.1,2,7,2017,DEN,TE,85,1,2495288
94790,4550,BB-4100,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,22,1.8,2.3,2.8,2,5,2017,DAL,LWR,19,2,2541388
94791,4550,IM-0125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,30,0,0,0,1,1,2017,DEN,RWR,84,3,2558129
94792,4550,JH-3625,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,22,1.5,2,2.5,2,3,2017,DEN,TE,82,2,2552399
94793,4550,AD-1175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,29,0,0,0,2,3,2017,DEN,TE,83,3,2552580
94794,4550,RS-3525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,6,0,0,0,2,1,2017,DAL,SWR,10,2,2557960
94795,4550,RS-2125,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,4,0.8,0.8,0.8,2,3,2017,DAL,RB,45,4,2553743
94796,4551,RW-3850,39,23,198,0,1,12,5,34,0,0,0,0,0,0,0,0,0,0,0,82,15.32,15.32,15.32,2,6,2017,SEA,QB,3,1,2532975
94797,4551,TR-0112,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0.4,0.4,0.4,1,3,2017,SEA,RB,34,1,2553733
94798,4551,CP-2550,0,0,0,0,0,0,0,0,0,6,3,22,0,0,0,0,0,0,0,17,2.2,3.7,5.2,2,2,2017,SEA,RB,22,3,2555417
94799,4551,JG-2900,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,53,0.1,0.6,1.1,2,8,2017,SEA,TE,88,1,497236
94800,4551,DB-0500,0,0,0,0,0,0,0,0,0,9,6,44,0,0,0,0,0,0,0,81,4.4,7.4,10.4,2,7,2017,SEA,LWR,89,1,2530747
94801,4551,PR-0150,0,0,0,0,0,0,0,0,0,5,2,19,1,0,0,0,0,0,0,39,7.9,8.9,9.9,2,4,2017,SEA,RWR,10,1,2543491
94802,4551,CC-0750,0,0,0,0,0,20,10,93,0,2,1,7,0,0,0,0,0,0,0,50,10,10.5,11,2,1,2017,SEA,RB,32,4,2558865
94803,4551,TL-1025,0,0,0,0,0,0,0,0,0,9,6,64,0,7,46,0,0,0,0,61,6.4,9.4,12.4,2,3,2017,SEA,RWR,16,2,2552430
94804,4551,CH-5000,0,0,0,0,0,15,8,124,0,6,3,19,0,0,0,0,0,0,0,40,14.3,15.8,20.3,2,4,2017,SF,RB,28,1,2543743
94805,4551,BH-1900,27,15,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,49,1.96,2.96,2.96,2,9,2017,SF,QB,2,1,81294
94806,4551,MG-1050,0,0,0,0,0,0,0,0,0,6,3,26,0,0,0,0,0,0,0,42,2.6,4.1,5.6,2,5,2017,SF,RWR,11,1,2539964
94807,4551,TT-0450,0,0,0,0,0,0,0,0,0,4,2,6,0,5,40,0,0,0,0,21,0.6,1.6,2.6,2,1,2017,SF,LWR,81,2,2558202
94808,4551,AD-0212,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,14,1.6,2.1,2.6,2,1,2017,SEA,RWR,84,3,2557905
94809,4551,TM-1787,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,2,2,2017,SEA,LWR,19,2,2556612
94810,4551,VB-0098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,1,0,0,0,1,1,2017,SF,RWR,17,3,2558912
94811,4551,GK-0075,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,43,1.3,2.3,3.3,2,1,2017,SF,TE,85,1,2558266
94812,4551,LW-1450,0,0,0,0,0,0,0,0,0,3,3,25,0,0,0,0,0,10,0,37,2.5,4,5.5,2,5,2017,SEA,TE,82,2,2541199
94813,4551,PG-0100,0,0,0,0,0,0,0,0,0,5,3,26,0,0,0,0,0,0,0,39,2.6,4.1,5.6,2,10,2017,SF,LWR,15,1,2346
94814,4551,MB-3537,0,0,0,0,0,4,2,35,0,2,1,3,0,0,0,0,0,0,0,9,3.8,4.3,4.8,2,1,2017,SF,RB,22,2,2558918
94815,4551,GC-0350,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,16,0.6,1.1,1.6,2,6,2017,SF,TE,88,2,2534820
94816,4552,JG-1850,25,15,224,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,50,11.06,12.06,12.06,2,2,2017,LA,QB,16,1,2555334
94817,4552,TA-1050,0,0,0,0,0,2,0,3,0,3,1,5,0,3,25,0,0,0,0,9,0.8,1.3,1.8,2,5,2017,LA,LWR,11,1,2539336
94818,4552,TG-1950,0,0,0,0,0,16,11,88,1,4,3,48,1,0,0,0,1,0,0,44,23.6,25.1,27.6,2,3,2017,LA,RB,30,1,2552475
94819,4552,CK-1300,0,0,0,0,0,0,0,0,0,6,3,33,0,0,0,0,0,0,0,30,3.3,4.8,6.3,2,1,2017,LA,WR,18,2,2557898
94820,4552,GE-0400,0,0,0,0,0,0,0,0,0,3,3,95,0,0,0,0,0,0,0,16,9.5,11,12.5,2,1,2017,LA,TE,81,2,2557889
94821,4552,TH-1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,2,2,2017,LA,TE,89,1,2555364
94822,4552,RK-0150,0,0,0,0,0,12,9,78,0,0,0,0,0,0,0,0,0,0,0,16,7.8,7.8,7.8,2,2,2017,WAS,RB,20,1,2556414
94823,4552,KC-2350,27,18,179,0,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,71,11.86,11.86,11.86,2,6,2017,WAS,QB,8,1,2532820
94824,4552,JR-1150,0,0,0,0,0,0,0,0,0,6,6,48,0,0,0,0,0,0,0,40,4.8,7.8,10.8,2,5,2017,WAS,TE,86,1,2540160
94825,4552,TP-2400,0,0,0,0,0,0,0,0,0,4,2,31,0,0,0,0,0,0,0,52,3.1,4.1,5.1,2,7,2017,WAS,QB,11,3,2531332
94826,4552,JC-5680,0,0,0,0,0,0,0,0,0,5,4,47,0,2,13,0,0,0,0,38,4.7,6.7,8.7,2,3,2017,WAS,RWR,80,1,2552415
94827,4552,PC-0625,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,0,0,0,0,4,0,0,0,2,2,2017,LA,LWR,10,2,2555419
94828,4552,SW-0450,0,0,0,0,0,0,0,0,0,2,2,30,0,0,0,0,0,0,0,45,3,4,5,2,4,2017,LA,RWR,12,1,2543457
94829,4552,SP-0825,0,0,0,0,0,21,5,67,0,1,1,0,0,0,0,0,0,0,0,26,6.7,7.2,7.7,1,1,2017,WAS,RB,32,3,2558138
94830,4552,CT-1220,0,0,0,0,0,3,3,77,2,7,3,29,0,1,16,0,0,0,0,29,22.6,24.1,25.6,2,5,2017,WAS,RB,25,2,2540011
94831,4552,JD-2350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,2,2,2017,WAS,LWR,18,2,2555343
94832,4552,RW-4050,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,25,0,45,0.8,1.3,1.8,2,5,2017,LA,WR,17,1,2540169
94833,4552,MB-3862,0,0,0,0,0,0,0,0,0,1,1,-4,0,0,0,0,0,0,0,5,-0.4,0.1,0.6,2,3,2017,LA,RB,34,2,2552382
94834,4552,RG-1650,0,0,0,0,0,0,0,0,0,2,1,11,1,0,0,0,0,0,0,30,7.1,7.6,8.1,2,4,2017,WAS,RWR,14,2,2543759
94835,4552,VD-0100,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,55,1.3,1.8,2.3,2,12,2017,WAS,TE,85,2,2495826
94836,4552,DC-0775,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,9,0.9,1.4,1.9,2,6,2017,LA,TE,86,3,2534241
94837,4552,JH-3230,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.12,1.12,1,6,2017,LA,P,6,1,2535663
94838,4552,JR-1950,0,0,0,0,0,0,0,0,0,1,1,28,0,0,0,0,0,0,0,2,2.8,3.3,3.8,2,1,2017,LA,RWR,83,2,2558194
94839,4553,AR-1100,0,0,0,0,0,0,0,0,0,1,0,0,0,3,35,0,0,0,0,4,0,0,0,2,8,2017,ATL,LWR,19,3,497320
94840,4553,DF-1875,0,0,0,0,0,19,11,84,2,2,2,16,0,0,0,0,0,0,0,38,22,23,24,2,4,2017,ATL,RB,24,1,2543583
94841,4553,MR-2500,28,19,252,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,58,14.88,14.88,14.88,2,10,2017,ATL,QB,2,1,310
94842,4553,JJ-4700,0,0,0,0,0,0,0,0,0,9,5,108,0,0,0,0,0,0,0,48,10.8,13.3,18.8,2,7,2017,ATL,LWR,11,1,2495454
94843,4553,TG-0025,0,0,0,0,0,1,1,7,0,3,2,14,0,0,0,0,0,0,0,27,2.1,3.1,4.1,2,4,2017,ATL,RWR,18,2,2550617
94844,4553,TC-2050,0,0,0,0,0,6,3,42,0,2,2,3,1,0,0,0,0,0,0,22,10.5,11.5,12.5,2,3,2017,ATL,RB,26,2,2552453
94845,4553,AR-1300,50,33,343,1,2,2,1,8,0,0,0,0,0,0,0,0,1,5,1,76,20.52,21.52,25.52,2,13,2017,GB,QB,12,1,2506363
94846,4553,DA-0212,0,0,0,0,0,0,0,0,0,10,8,99,1,0,0,0,0,0,1,71,17.9,21.9,25.9,2,4,2017,GB,LWR,17,2,2543495
94847,4553,TM-3150,0,0,0,0,0,10,6,35,1,7,6,75,1,0,0,0,0,0,0,65,23,26,29,2,3,2017,GB,RB,88,1,2552429
94848,4553,RC-1500,0,0,0,0,0,1,1,10,0,9,6,60,0,0,0,0,0,4,0,54,7,10,13,2,7,2017,GB,RWR,18,1,2495448
94849,4553,AR-0875,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,8,0.2,0.7,1.2,2,3,2017,GB,FB,22,1,2552477
94850,4553,RR-1050,0,0,0,0,0,0,0,0,0,4,2,22,0,0,0,0,0,0,0,10,2.2,3.2,4.2,2,4,2017,GB,TE,82,3,2550313
94851,4553,MB-1800,0,0,0,0,0,0,0,0,0,11,5,47,0,0,0,0,0,6,0,62,4.7,7.2,9.7,2,10,2017,GB,TE,80,1,1062
94852,4553,MS-0150,0,0,0,0,0,0,0,0,0,6,5,85,0,0,0,0,0,0,0,48,8.5,11,13.5,2,6,2017,ATL,RWR,12,1,2533040
94853,4553,TD-0737,0,0,0,0,0,0,0,0,0,1,1,9,0,2,0,0,0,0,0,17,0.9,1.4,1.9,2,2,2017,GB,RWR,11,3,2555413
94854,4553,JW-3650,0,0,0,0,0,2,1,6,0,1,1,5,0,0,0,0,0,0,0,11,1.1,1.6,2.1,2,1,2017,GB,RB,30,2,2558204
94855,4553,JH-1350,0,0,0,0,0,0,0,0,0,2,1,19,0,0,0,0,0,0,0,19,1.9,2.4,2.9,2,3,2017,ATL,LWR,14,2,2552418
94856,4553,GA-0250,0,0,0,0,0,0,0,0,0,5,3,24,0,0,0,0,0,10,0,61,2.4,3.9,5.4,1,2,2017,GB,RWR,81,2,2556460
94857,4553,AH-3650,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,5,0,41,0.7,1.7,2.7,2,2,2017,ATL,TE,81,1,2555415
94858,4553,JJ-0775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,2,4,2017,GB,LWR,83,3,2543750
94859,4553,LK-0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,2,7,2017,GB,TE,84,2,2495187
94860,4554,AA-0025,0,0,0,0,0,17,7,86,0,0,0,0,0,0,0,0,0,0,0,28,8.6,8.6,8.6,2,3,2017,DET,RB,21,1,2552374
94861,4554,MS-4100,21,15,122,0,2,3,3,23,0,0,0,0,0,0,0,0,1,0,0,62,13.18,13.18,14.18,2,9,2017,DET,QB,9,1,79860
94862,4554,EE-0050,0,0,0,0,0,0,0,0,0,5,5,42,1,0,0,0,0,0,0,40,10.2,12.7,15.2,2,4,2017,DET,TE,85,1,2543466
94863,4554,DF-0550,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,41,0.3,0.8,1.3,2,5,2017,DET,TE,87,2,2540928
94864,4554,DH-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,1,7,2017,NYG,SWR,17,2,2495159
94865,4554,PP-0350,0,0,0,0,0,7,1,10,0,2,2,12,0,0,0,0,0,0,0,28,2.2,3.2,4.2,2,2,2017,NYG,RB,28,1,2555460
94866,4554,EM-0200,32,22,239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,56,11.56,12.56,12.56,2,14,2017,NYG,QB,10,1,2505996
94867,4554,SV-0200,0,0,0,0,0,6,3,28,0,3,3,27,0,0,0,0,0,0,0,17,5.5,7,8.5,2,7,2017,NYG,RB,34,2,2495473
94868,4554,MJ-2250,0,0,0,0,0,0,0,0,0,5,1,27,1,0,0,0,0,0,0,56,8.7,9.2,9.7,2,6,2017,DET,RWR,11,1,2532884
94869,4554,TR-0370,0,0,0,0,0,9,2,20,0,3,3,17,0,0,0,0,0,0,0,27,3.7,5.2,6.7,2,5,2017,DET,RB,25,1,2540020
94870,4554,SS-1250,0,0,0,0,0,2,1,7,0,4,2,23,0,0,0,0,0,0,0,56,3,4,5,2,2,2017,NYG,SWR,87,1,2555295
94871,4554,OB-0075,0,0,0,0,0,0,0,0,0,5,4,36,0,0,0,0,0,0,0,34,3.6,5.6,7.6,1,4,2017,NYG,LWR,13,1,2543496
94872,4554,RL-0625,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,16,1.3,2.3,3.3,2,2,2017,NYG,RWR,18,2,2556592
94873,4554,RE-0400,0,0,0,0,0,0,0,0,0,2,2,21,0,0,0,0,0,0,0,22,2.1,3.1,4.1,2,6,2017,NYG,TE,85,1,2532835
94874,4554,EE-0400,0,0,0,0,0,0,0,0,0,7,4,49,1,0,0,0,0,15,0,43,10.9,12.9,14.9,2,1,2017,NYG,TE,88,2,2557858
94875,4554,GT-0100,0,0,0,0,0,0,0,0,0,4,4,25,0,0,0,0,0,0,0,43,2.5,4.5,6.5,2,8,2017,DET,LWR,15,1,497326
94876,4554,DW-1550,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,7,0.9,0.9,0.9,2,2,2017,DET,RB,36,2,2556118
94877,4554,OD-0200,0,0,0,0,0,3,2,17,0,1,1,3,0,0,0,0,0,0,0,11,2,2.5,3,2,4,2017,NYG,RB,26,3,2550481
94878,4554,KG-0650,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,34,0.8,1.3,1.8,2,1,2017,DET,LWR,19,2,2558052
94879,4554,BM-0300,0,0,0,0,0,0,0,0,0,5,1,17,0,0,0,0,0,0,0,46,1.7,2.2,2.7,2,12,2017,NYG,RWR,15,1,2495893
