pid,psr,trg,loc,yds,comp,succ,spk,dfb
746435,AR-1300,,NL,0,0,0,0,
746436,AR-1300,TM-3150,SM,0,0,0,0,
746437,AR-1300,MB-1800,SM,18,1,1,0,
746438,AR-1300,TD-0737,SR,9,1,1,0,
746439,AR-1300,MB-1800,SL,0,0,0,0,
746440,AR-1300,GA-0250,SL,3,1,1,0,
746443,MS-4100,EE-0050,SR,17,1,1,0,
746446,MS-4100,DF-0550,SL,3,1,0,0,
746452,MS-4100,MJ-2250,DR,0,0,0,0,
746454,MS-4100,EE-0050,SR,7,1,1,0,
746457,MS-4100,TR-0370,SL,7,1,0,0,
746461,MS-4100,MJ-2250,DR,27,1,1,0,
746465,EM-0200,OB-0075,SR,4,1,1,0,
746466,EM-0200,RL-0625,SM,8,1,1,0,
746467,EM-0200,RE-0400,SM,12,1,1,0,
746469,EM-0200,PP-0350,SM,5,1,0,0,
746470,EM-0200,EE-0400,SR,17,1,1,0,
746471,EM-0200,EE-0400,DM,18,1,1,0,
746474,MS-4100,MJ-2250,SR,0,0,0,0,
746475,MS-4100,GT-0100,SL,5,1,0,0,
746476,MS-4100,GT-0100,SR,5,1,1,0,
746478,MS-4100,EE-0050,SR,0,1,0,0,
746480,EM-0200,EE-0400,SR,0,0,0,0,GQ-0100
746482,MS-4100,EE-0050,SR,11,1,1,0,
746485,MS-4100,EE-0050,SR,7,1,1,0,
746492,EM-0200,OB-0075,SM,6,1,0,0,
746496,MS-4100,KG-0650,DL,0,0,0,0,
746497,MS-4100,MJ-2250,DL,0,0,0,0,DT-1225
746500,EM-0200,BM-0300,SR,0,0,0,0,DH-2150
746506,MS-4100,KG-0650,SL,8,1,1,0,
746507,MS-4100,KG-0650,DL,0,0,0,0,
746508,MS-4100,GT-0100,SR,10,1,0,0,
746515,EM-0200,OD-0200,SR,3,1,0,0,
746519,MS-4100,TR-0370,SM,5,1,0,0,
746522,EM-0200,RL-0625,SR,5,1,0,0,
746523,EM-0200,OB-0075,SM,16,1,1,0,
746525,EM-0200,JA-0245,DR,38,1,1,0,
746526,EM-0200,BM-0300,SR,17,1,1,0,
746528,EM-0200,SS-1250,SM,0,0,0,0,MK-0752
746530,EM-0200,EE-0400,SL,7,1,0,0,
746536,MS-4100,GT-0100,SR,5,1,1,0,
746542,MS-4100,TR-0370,SR,5,1,0,0,
746545,MS-4100,MJ-2250,SR,0,0,0,0,
746548,EM-0200,BM-0300,DR,0,0,0,0,
746549,EM-0200,EE-0400,SR,7,1,0,0,
746554,EM-0200,BM-0300,SR,0,0,0,0,
746556,EM-0200,SS-1250,SL,12,1,1,0,
746559,EM-0200,PP-0350,SR,7,1,0,0,
746560,EM-0200,SV-0200,SL,2,1,0,0,
746566,EM-0200,SS-1250,SM,11,1,1,0,
746567,EM-0200,SV-0200,SL,5,1,1,0,
746568,EM-0200,SS-1250,DR,0,0,0,0,
746569,EM-0200,OB-0075,SL,10,1,1,0,
746571,EM-0200,RE-0400,SM,9,1,1,0,
746572,EM-0200,SV-0200,SR,20,1,1,0,
746573,EM-0200,BM-0300,DL,0,0,0,0,DS-2250
746574,EM-0200,EE-0400,SL,0,0,0,0,
746575,EM-0200,EE-0400,DL,0,0,0,0,DS-2250
746576,EM-0200,OB-0075,SR,0,0,0,0,
746588,BH-1900,MG-1050,SR,0,0,0,0,
746596,BH-1900,GK-0075,SR,8,1,0,0,
746598,BH-1900,MB-3537,SL,4,1,1,0,
746600,BH-1900,MB-3537,SR,12,1,1,0,
746604,BH-1900,AR-1200,SL,0,0,0,0,NR-0350
746605,BH-1900,PG-0100,SL,6,1,1,0,
746609,JG-1850,TG-1950,SR,0,0,0,0,
746613,JG-1850,RW-4050,DR,31,1,1,0,
746614,JG-1850,DC-0775,SL,17,1,1,0,
746616,JG-1850,TG-1950,SM,3,1,1,0,
746617,JG-1850,TG-1950,SR,7,1,1,0,
746620,BH-1900,MB-3537,SR,0,0,0,0,AO-0250
746622,BH-1900,PG-0100,DL,30,1,1,0,
746627,JG-1850,RW-4050,DL,21,1,1,0,
746628,JG-1850,TH-1550,DR,0,0,0,0,JT-0650
746630,JG-1850,PC-0625,SR,4,1,0,0,
746633,BH-1900,PG-0100,DL,0,0,0,0,
746636,BH-1900,TT-0450,SM,18,1,1,0,
746638,BH-1900,AR-1200,SR,6,1,1,0,
746639,BH-1900,PG-0100,SL,0,0,0,0,TJ-2250
746644,BH-1900,GK-0075,SM,0,0,0,0,
746648,JG-1850,TG-1950,SL,-2,1,0,0,
746649,JG-1850,SW-0450,SL,0,0,0,0,
746650,JG-1850,TG-1950,SR,0,0,0,0,
746652,BH-1900,KJ-1400,DL,34,1,1,0,
746656,BH-1900,PG-0100,SR,18,1,1,0,
746664,JG-1850,SW-0450,SL,8,1,1,0,
746667,JG-1850,SW-0450,SR,22,1,1,0,
746669,JG-1850,TH-1550,SR,0,0,0,0,
746670,JG-1850,CK-1300,SR,13,1,1,0,
746671,JG-1850,RW-4050,SR,13,1,1,0,
746675,BH-1900,PG-0100,SM,3,1,0,0,
746676,BH-1900,MB-3537,SL,4,1,0,0,
746680,JG-1850,RW-4050,SR,9,1,1,0,
746682,JG-1850,SW-0450,DL,47,1,1,0,
746684,JG-1850,TH-1550,SL,4,1,0,0,
746687,JG-1850,CK-1300,SR,4,1,1,0,
746692,BH-1900,PG-0100,DL,19,1,1,0,
746695,BH-1900,AR-1200,SL,0,0,0,0,
746697,BH-1900,AR-1200,SM,17,1,1,0,
746705,JG-1850,TG-1950,SL,1,1,0,0,
746706,JG-1850,SW-0450,SL,15,1,1,0,
746707,JG-1850,RW-4050,SR,9,1,1,0,
746711,JG-1850,RW-4050,SL,25,1,1,0,
746715,JG-1850,SW-0450,SL,1,1,1,0,
746718,BH-1900,MG-1050,DM,50,1,1,0,
746721,BH-1900,CH-5000,SL,5,1,1,0,
746722,BH-1900,TT-0450,SR,11,1,1,0,
746723,BH-1900,GC-0350,SR,1,1,1,0,
746730,JG-1850,TG-1950,SR,27,1,1,0,
746733,JG-1850,SW-0450,SM,13,1,1,0,
746737,BH-1900,CH-5000,SM,0,0,0,0,
746738,BH-1900,GK-0075,SL,0,0,0,0,TH-1650
746739,BH-1900,TT-0450,SR,0,0,0,0,
746743,JG-1850,RW-4050,SR,0,0,0,0,
746745,BH-1900,PG-0100,DL,59,1,1,0,
746747,BH-1900,MG-1050,SL,0,0,0,0,
746748,BH-1900,TT-0450,SR,3,1,1,0,
746751,BH-1900,CH-5000,SR,5,1,1,0,
746753,BH-1900,PG-0100,SM,7,1,1,0,
746754,BH-1900,MG-1050,SL,12,1,1,0,
746756,BH-1900,GC-0350,SR,0,0,0,0,
746761,BH-1900,MG-1050,SL,0,0,0,0,
746762,BH-1900,CH-5000,SR,0,1,0,0,
746764,BH-1900,PG-0100,DL,0,0,0,0,
746772,JF-1900,JM-0200,SM,0,0,0,0,PP-0800
746776,BB-2425,ML-0650,DR,35,1,1,0,
746779,BB-2425,KC-1550,SM,0,0,0,0,BU-0150
746780,BB-2425,CI-0300,SR,14,1,1,0,
746781,BB-2425,ML-1500,SM,0,0,0,0,
746788,JF-1900,TW-1350,SR,0,0,0,0,
746790,BB-2425,LF-0650,SR,5,1,1,0,
746791,BB-2425,ML-1500,SM,11,1,1,0,
746793,BB-2425,ML-0650,SL,14,1,1,0,
746795,BB-2425,KC-1550,SR,13,1,1,0,
746796,BB-2425,ML-1500,SR,17,1,1,0,
746799,JF-1900,JM-0200,DM,0,0,0,0,
746803,BB-2425,ML-0650,SM,9,1,1,0,
746805,BB-2425,LF-0650,SM,6,1,1,0,
746812,BB-2425,CI-0300,SM,11,1,0,0,
746813,BB-2425,ML-0650,SL,7,1,0,0,
746817,JF-1900,MW-0500,DR,0,0,0,0,
746818,JF-1900,BP-0450,DR,0,0,0,0,
746822,BB-2425,ML-0650,SL,0,0,0,0,JS-4300
746824,JF-1900,JM-0200,DL,0,0,0,0,
746826,BB-2425,LF-0650,SR,10,1,1,0,
746827,BB-2425,,NL,0,0,0,0,
746830,BB-2425,ML-0650,SR,0,0,0,0,
746831,BB-2425,ML-0650,SR,0,0,0,0,MH-3742
746832,BB-2425,AH-3900,SM,5,1,1,0,
746837,JF-1900,BW-0700,SR,4,1,1,0,
746838,JF-1900,JA-1025,SM,0,1,0,0,
746840,JF-1900,MC-0150,SL,0,0,0,0,AC-2250
746843,BB-2425,LF-0650,SL,0,0,0,0,
746846,BB-2425,AH-3900,SM,9,1,1,0,
746847,BB-2425,JO-0150,SM,12,1,1,0,
746850,BB-2425,AH-3900,SM,6,1,1,0,
746851,BB-2425,KC-1550,SL,0,0,0,0,MH-3742
746854,JF-1900,JA-1025,SR,3,1,0,0,
746855,JF-1900,JA-1025,SM,0,0,0,0,
746856,JF-1900,JA-1025,SL,1,1,0,0,
746863,BB-2425,CG-1950,SR,18,1,1,0,
746866,BB-2425,TB-1720,SL,0,0,0,0,JS-4300
746867,BB-2425,,NL,0,0,0,0,
746871,JF-1900,MW-0500,DM,0,0,0,0,
746873,BB-2425,ML-1500,DM,30,1,1,0,
746876,JF-1900,MW-0500,SL,0,0,0,0,
746878,JF-1900,MC-0150,SM,3,1,1,0,
746882,BB-2425,ML-1500,SR,4,1,1,0,
746885,JF-1900,BW-0700,SR,2,1,0,0,
746890,JF-1900,JM-0200,SR,8,1,0,0,
746891,JF-1900,NB-0450,SL,7,1,0,0,
746896,BB-2425,TB-1720,SR,8,1,1,0,
746897,BB-2425,,NL,0,0,0,0,
746906,RM-0300,MW-0500,SM,0,0,0,0,
746908,RM-0300,JA-1025,SR,6,1,1,0,
746910,RM-0300,CM-0850,SR,8,1,1,0,
746912,RM-0300,CM-2675,DR,0,0,0,0,
746913,RM-0300,JM-0200,SL,0,0,0,0,
746914,RM-0300,JA-1025,SR,3,1,0,0,
746916,CH-2400,TB-1720,SR,0,0,0,0,KC-2325
746917,CH-2400,KC-1550,SM,0,0,0,0,
746921,RM-0300,MW-0500,SR,6,1,1,0,
746924,RM-0300,NB-0450,SR,7,1,1,0,
746928,RM-0300,BW-0700,SR,6,1,1,0,
746938,MR-2500,JJ-4700,DL,0,0,0,0,
746940,MR-2500,MS-0150,SR,10,1,1,0,
746942,MR-2500,JJ-4700,SR,15,1,1,0,
746943,MR-2500,MS-0150,SM,12,1,1,0,
746945,MR-2500,TG-0025,SL,16,1,1,0,
746947,MR-2500,JJ-4700,DL,0,0,0,0,
746948,MR-2500,DF-1875,DM,18,1,1,0,
746950,MR-2500,MS-0150,SL,4,1,1,0,
746953,MS-4100,MJ-2250,SR,5,1,1,0,
746955,MS-4100,MJ-2250,SR,7,1,1,0,
746957,MS-4100,KG-0650,SL,13,1,1,0,
746958,MS-4100,GT-0100,SR,-1,1,0,0,
746959,MS-4100,TR-0370,SR,6,1,0,0,
746960,MS-4100,GT-0100,SL,5,1,0,0,
746964,MR-2500,TC-2050,SR,12,1,1,0,
746966,MR-2500,AH-3650,DL,0,0,0,0,
746968,MR-2500,TG-0025,DL,0,0,0,0,
746971,MR-2500,DF-1875,SM,4,1,0,0,
746972,MR-2500,AH-3650,SM,9,1,1,0,
746977,MS-4100,MJ-2250,SM,12,1,1,0,
746979,MS-4100,TR-0370,SL,4,1,1,0,
746980,MS-4100,TR-0370,SL,0,0,0,0,DJ-2450
746985,MR-2500,JJ-4700,SR,13,1,1,0,
746987,MR-2500,TG-0025,SL,11,1,1,0,
746988,MR-2500,AR-1100,SR,12,1,1,0,
746995,MS-4100,AA-0025,DL,22,1,1,0,
746998,MS-4100,MJ-2250,DL,0,0,0,0,RA-0650
746999,MS-4100,GT-0100,SM,10,1,1,0,
747001,MS-4100,DF-0550,SM,8,1,1,0,
747002,MS-4100,TR-0370,SL,0,0,0,0,
747005,MR-2500,JJ-4700,SM,0,0,0,0,
747010,MR-2500,TC-2050,SR,27,1,1,0,
747012,MR-2500,TC-2050,SL,0,0,0,0,AR-1115
747013,MR-2500,DF-1875,SL,10,1,0,0,
747014,MR-2500,MS-0150,SR,0,0,0,0,QD-0300
747017,MS-4100,TR-0370,SM,0,0,0,0,
747018,MS-4100,KG-0650,DR,0,0,0,0,
747019,MS-4100,EE-0050,SR,0,0,0,0,
747023,MS-4100,MJ-2250,SR,0,0,0,0,DT-1970
747027,MR-2500,JJ-4700,SL,11,1,1,0,
747028,MR-2500,JJ-4700,DL,0,0,0,0,
747030,MR-2500,TG-0025,SM,6,1,0,0,
747034,MS-4100,TR-0370,SR,12,1,1,0,
747036,MS-4100,AA-0025,SL,11,1,1,0,
747037,MS-4100,EE-0050,SR,1,1,0,0,
747040,MS-4100,TJ-2350,DR,20,1,1,0,
747042,MS-4100,AA-0025,SR,6,1,1,0,
747044,MS-4100,GT-0100,SM,11,1,1,0,
747049,MR-2500,JJ-4700,SR,10,1,1,0,
747050,MR-2500,TG-0025,SL,6,1,1,0,
747051,MR-2500,TC-2050,SM,0,0,0,0,
747053,MS-4100,KG-0650,SR,12,1,1,0,
747054,MS-4100,KG-0650,SR,0,0,0,0,DT-1970
747061,MR-2500,TG-0025,SL,40,1,1,0,
747065,MS-4100,GT-0100,DR,0,0,0,0,
747066,MS-4100,GT-0100,SR,18,1,1,0,
747069,MS-4100,EE-0050,SL,0,0,0,0,
747070,MS-4100,GT-0100,SM,0,0,0,0,TM-2250
747073,MR-2500,JJ-4700,SR,18,1,1,0,
747075,MR-2500,JJ-4700,DM,0,0,0,0,DS-2250
747079,MR-2500,MS-0150,SL,0,0,0,0,
747080,MS-4100,MJ-2250,SL,0,0,0,0,RA-0650
747082,MS-4100,EE-0050,SL,8,1,0,0,
747085,MR-2500,JJ-4700,SL,13,1,1,0,
747088,MR-2500,TC-2050,SM,4,1,0,0,
747090,MS-4100,TR-0370,SR,0,0,0,0,AC-1500
747091,MS-4100,EE-0050,SL,0,0,0,0,
747092,MS-4100,GT-0100,DL,0,0,0,0,BP-1050
747096,MR-2500,MS-0150,SL,2,1,0,0,
747097,MR-2500,JJ-4700,SM,11,1,0,0,
747099,MS-4100,GT-0100,SR,15,1,1,0,
747100,MS-4100,TJ-2350,DM,29,1,1,0,
747101,MS-4100,TR-0370,SM,16,1,1,0,
747105,MS-4100,GT-0100,SR,0,0,0,0,BP-1050
747107,MS-4100,TJ-2350,SR,14,1,1,0,
747108,MS-4100,EE-0050,SM,0,0,0,0,
747109,MS-4100,EE-0050,SR,0,0,0,0,
747111,MS-4100,TR-0370,SL,0,0,0,0,
747112,MS-4100,KG-0650,SL,0,0,0,0,
747113,MS-4100,GT-0100,SL,0,1,0,0,
747118,DK-0875,KB-1900,SR,0,0,0,0,
747122,JB-5725,BW-2030,SM,7,1,0,0,
747124,JB-5725,JD-2550,SL,11,1,0,0,
747127,DK-0875,IC-0300,SM,8,1,1,0,
747128,DK-0875,RH-1950,SM,0,0,0,0,
747134,JB-5725,KA-0400,SL,9,1,0,0,
747137,DK-0875,KB-1900,DL,0,0,0,0,PD-0450
747138,DK-0875,DN-1225,SR,0,0,0,0,
747139,DK-0875,RH-1950,SR,0,0,0,0,MH-3750
747144,JB-5725,TH-1850,SL,20,1,1,0,
747146,JB-5725,JD-2550,SM,0,0,0,0,
747147,JB-5725,TH-1850,SL,31,1,1,0,
747149,JB-5725,JD-2550,SR,0,0,0,0,IC-0050
747155,DK-0875,KB-1900,DL,38,1,1,0,
747162,JB-5725,TH-1850,DR,25,1,1,0,
747165,JB-5725,TH-1850,SR,8,1,1,0,
747169,DK-0875,KB-1900,SR,0,0,0,0,
747171,DK-0875,SD-0534,DR,20,1,1,0,
747174,DK-0875,RH-1950,SR,0,0,0,0,NH-0075
747177,JB-5725,DM-2775,DL,34,1,1,0,
747179,JB-5725,TH-1850,SR,0,0,0,0,CN-0250
747180,JB-5725,TH-1850,SR,61,1,1,0,
747183,DK-0875,DN-1225,DL,0,0,0,0,
747185,DK-0875,RH-1950,DM,0,0,0,0,
747194,DK-0875,KZ-0050,SM,-4,1,0,0,
747195,DK-0875,KB-1900,SL,5,1,0,0,
747197,DK-0875,RL-1325,DL,0,0,0,0,
747198,DK-0875,KW-1175,SR,10,1,1,0,
747199,DK-0875,DJ-1850,SL,8,1,1,0,
747200,DK-0875,KB-1900,DM,0,0,0,0,
747202,DK-0875,SD-0534,SR,9,1,1,0,
747203,DK-0875,JL-1350,DR,26,1,1,0,
747205,DK-0875,DN-1225,SL,1,1,1,0,
747212,JB-5725,FG-0200,SR,0,1,0,0,
747218,DK-0875,DJ-1850,SR,3,1,0,0,
747219,DK-0875,DJ-1850,SM,23,1,1,0,
747220,DK-0875,KB-1900,SL,0,0,0,0,
747221,DK-0875,DN-1225,SL,11,1,1,0,
747222,DK-0875,KW-1175,SR,0,0,0,0,
747224,JB-5725,RT-1950,SL,2,1,0,0,
747225,JB-5725,DM-2775,SR,10,1,1,0,
747227,JB-5725,JD-2550,SL,0,0,0,0,CK-0850
747228,JB-5725,RT-1950,SM,0,0,0,0,
747231,DK-0875,RL-1325,SL,0,0,0,0,
747235,JB-5725,DM-2775,DR,0,0,0,0,
747237,JB-5725,QB-0250,DR,22,1,1,0,
747239,JB-5725,JD-2550,SL,5,1,0,0,
747240,DK-0875,RT-0450,SL,4,1,1,0,
747242,DK-0875,KB-1900,DR,0,0,0,0,
747243,JB-5725,DD-0075,SL,6,1,1,0,
747245,JB-5725,TH-1850,SL,0,0,0,0,JM-2800
747252,JB-5725,TH-1850,SL,4,1,0,0,
747255,DK-0875,IC-0300,SL,0,0,0,0,
747256,DK-0875,RH-1950,SR,1,1,0,0,
747257,DK-0875,RL-1325,SM,0,0,0,0,
747263,DK-0875,DJ-1850,SM,25,1,1,0,
747264,DK-0875,,NL,0,0,0,0,
747265,DK-0875,IC-0300,SL,2,1,0,0,
747268,DK-0875,KB-1900,SR,11,1,1,0,
747272,JB-5725,TH-1850,SL,4,1,0,0,
747276,DK-0875,RH-1950,SR,9,1,1,0,
747277,DK-0875,DJ-1850,SR,0,0,0,0,JB-4550
747278,DK-0875,DJ-1850,SM,6,1,1,0,
747279,DK-0875,DJ-1850,SR,16,1,1,0,
747280,DK-0875,RL-1325,SL,0,0,0,0,DB-6100
747281,DK-0875,KB-1900,SR,0,0,0,0,RM-3850
747282,DK-0875,SD-0534,SR,0,0,0,0,
747284,DK-0875,SD-0534,SR,0,0,0,0,
747285,DK-0875,RL-1325,SL,10,1,1,0,
747295,DK-0875,RL-1325,DM,0,0,0,0,RM-3850
747296,DK-0875,SD-0534,DR,0,0,0,0,
747298,TS-1450,VG-0300,SR,2,1,0,0,
747300,TS-1450,CA-0750,SR,2,1,0,0,
747305,TT-0500,LM-1000,SL,7,1,0,0,
747308,TS-1450,ES-0200,SR,5,1,1,0,
747310,TS-1450,ES-0200,DR,29,1,1,0,
747312,TS-1450,DT-0900,SR,0,0,0,0,
747314,TS-1450,ES-0200,DL,0,0,0,0,MH-4000
747316,TT-0500,LM-1000,SM,2,1,0,0,
747321,TS-1450,ES-0200,SL,0,0,0,0,
747322,TS-1450,BF-0950,DL,20,1,1,0,
747323,TS-1450,ES-0200,DR,0,0,0,0,
747324,TS-1450,BF-0950,SM,12,1,1,0,
747326,TS-1450,JC-2300,SM,1,1,0,0,
747328,TS-1450,ES-0200,SR,12,1,1,0,
747331,TS-1450,CL-0275,SL,0,0,0,0,
747336,TT-0500,JM-1550,SL,28,1,1,0,
747338,TT-0500,KC-1250,DR,28,1,1,0,
747339,TT-0500,CC-2100,SR,6,1,1,0,
747342,TT-0500,MT-1300,SL,0,0,0,0,
747343,TT-0500,AH-3600,SR,2,1,1,0,
747346,TS-1450,ES-0200,SR,7,1,1,0,
747352,TT-0500,CC-2100,SR,0,1,0,0,
747354,TT-0500,LM-1000,SL,12,1,1,0,
747357,TT-0500,JM-1550,SL,8,1,1,0,
747358,TT-0500,ZJ-0100,SL,0,0,0,0,
747359,TT-0500,JM-1550,SR,0,0,0,0,AT-0100
747363,TS-1450,DT-0900,SL,5,1,0,0,
747364,TS-1450,ES-0200,DR,0,0,0,0,TW-1725
747369,TT-0500,ZJ-0100,SL,0,0,0,0,BR-1050
747370,TT-0500,CC-2100,SL,8,1,0,0,
747373,TS-1450,ES-0200,DR,20,1,1,0,
747374,TS-1450,DT-0900,SL,11,1,1,0,
747375,TS-1450,VG-0300,SL,2,1,0,0,
747376,TS-1450,AD-1175,SR,5,1,1,0,
747377,TS-1450,DT-0900,DR,21,1,1,0,
747380,TS-1450,BF-0950,SR,0,0,0,0,
747383,TT-0500,LM-1000,SM,15,1,1,0,
747384,TT-0500,LM-1000,SM,10,1,1,0,
747385,TT-0500,CC-2100,SL,9,1,1,0,
747386,TT-0500,AH-3600,SL,4,1,1,0,
747395,TS-1450,VG-0300,SR,14,1,1,0,
747399,TS-1450,BF-0950,SR,14,1,1,0,
747403,TS-1450,DT-0900,SM,0,0,0,0,EG-0050
747405,TS-1450,CA-0750,SL,5,1,0,0,
747408,TT-0500,NO-0150,DL,31,1,1,0,
747410,TT-0500,JM-1550,DR,25,1,1,0,
747411,TT-0500,CC-2100,SM,6,1,1,0,
747416,TS-1450,BF-0950,DL,0,0,0,0,
747419,TT-0500,KC-1250,SM,0,0,0,0,
747423,TS-1450,ES-0200,SR,0,0,0,0,TW-1725
747425,TS-1450,ES-0200,SM,0,0,0,0,TW-1725
747427,TS-1450,ES-0200,SR,3,1,0,0,
747434,TS-1450,DT-0900,SR,23,1,1,0,
747435,TS-1450,ES-0200,SL,-1,1,0,0,
747436,TS-1450,DT-0900,SL,9,1,1,0,
747439,TS-1450,DT-0900,SL,0,0,0,0,RH-3300
747441,TS-1450,BF-0950,SR,0,0,0,0,
747442,TT-0500,LM-1000,SR,-5,1,0,0,
747443,TT-0500,CC-2100,SM,10,1,1,0,
747447,TT-0500,JM-1550,SR,0,0,0,0,AG-1350
747450,TT-0500,LM-1000,SL,7,1,1,0,
747459,TS-1450,AD-1175,SR,0,0,0,0,
747461,TS-1450,DT-0900,DL,29,1,1,0,
747463,TS-1450,BF-0950,SM,9,1,1,0,
747464,TS-1450,ES-0200,SL,0,0,0,0,EG-0050
747465,TS-1450,ES-0200,DL,0,0,0,0,
747472,DW-1725,BM-2350,SL,0,0,0,0,
747476,TB-2300,BC-2325,DL,44,1,1,0,
747479,TB-2300,CH-3350,SL,0,0,0,0,KJ-0100
747480,TB-2300,RG-2200,SL,0,0,0,0,
747481,TB-2300,RG-2200,SL,5,1,1,0,
747486,DW-1725,SA-0850,SR,14,1,1,0,
747488,DW-1725,BE-0350,SR,5,1,0,0,
747492,TB-2300,DA-0850,SL,0,0,0,0,
747494,TB-2300,CH-3350,SL,3,1,0,0,
747497,DW-1725,SA-0850,DL,0,0,0,0,
747504,DW-1725,BM-2350,SL,15,1,1,0,
747505,DW-1725,BE-0350,DM,29,1,1,0,
747508,TB-2300,RG-2200,DL,22,1,1,0,
747509,TB-2300,DA-0850,SR,0,0,0,0,
747510,TB-2300,CH-3350,SR,11,1,1,0,
747514,TB-2300,RG-2200,SL,3,1,0,0,
747516,DW-1725,LM-1150,SL,7,1,1,0,
747518,DW-1725,DH-3950,DL,0,0,0,0,
747520,TB-2300,CH-3350,SL,7,1,1,0,
747527,DW-1725,DH-3950,SL,15,1,1,0,
747529,DW-1725,DH-3950,SL,13,1,1,0,
747530,DW-1725,RG-1870,SL,0,1,0,0,
747531,DW-1725,RG-1870,DL,0,0,0,0,
747532,DW-1725,TE-0350,SL,4,1,0,0,
747535,TB-2300,DL-1700,SL,3,1,0,0,
747541,TB-2300,CH-3350,DM,0,0,0,0,
747543,TB-2300,DA-0900,SL,17,1,1,0,
747544,TB-2300,CH-3350,DM,47,1,1,0,
747547,DW-1725,DH-3950,SR,5,1,1,0,
747549,DW-1725,DH-3950,SR,5,1,0,0,
747550,DW-1725,RG-1870,SL,11,1,1,0,
747556,TB-2300,BC-2325,DL,0,0,0,0,
747557,TB-2300,DA-0900,DM,0,0,0,0,
747560,TB-2300,BC-2325,SL,2,1,0,0,
747561,TB-2300,RG-2200,SM,14,1,1,0,
747562,TB-2300,DL-1700,SL,4,1,1,0,
747563,TB-2300,JH-4850,DR,19,1,1,0,
747564,TB-2300,BC-2325,DM,42,1,1,0,
747567,DW-1725,DH-3950,SL,4,1,1,0,
747572,DW-1725,RG-1870,DR,35,1,1,0,
747575,DW-1725,RG-1870,SR,3,1,0,0,
747577,DW-1725,DF-1362,SL,0,0,0,0,DW-4150
747578,DW-1725,RG-1870,SR,12,1,1,0,
747583,TB-2300,JW-2550,SL,11,1,1,0,
747587,TB-2300,RG-2200,SL,14,1,1,0,
747590,TB-2300,RG-2200,SR,8,1,0,0,
747593,DW-1725,BE-0350,SR,0,0,0,0,
747594,DW-1725,BE-0350,SR,7,1,1,0,
747599,DW-1725,DF-1362,SL,34,1,1,0,
747602,DW-1725,SA-0850,SM,0,0,0,0,
747612,DW-1725,DH-3950,SM,13,1,1,0,
747613,DW-1725,BM-2350,SM,0,0,0,0,
747614,DW-1725,BE-0350,DL,0,0,0,0,
747615,DW-1725,BM-2350,SL,0,0,0,0,
747617,TB-2300,DA-0900,SM,4,1,1,0,
747618,TB-2300,DL-1700,SL,5,1,1,0,
747619,TB-2300,RG-2200,SL,0,0,0,0,MG-0600
747622,DW-1725,DF-1362,SR,31,1,1,0,
747624,DW-1725,BE-0350,SR,18,1,1,0,
747630,TB-2300,DA-0900,SM,0,0,0,0,AH-0250
747632,TB-2300,RG-2200,SM,8,1,0,0,
747633,TB-2300,RG-2200,SL,15,1,1,0,
747634,TB-2300,BC-2325,DL,18,1,1,0,
747636,TB-2300,BC-2325,DM,0,0,0,0,
747637,TB-2300,DA-0900,DR,27,1,1,0,
747638,TB-2300,BC-2325,DL,25,1,1,0,
747641,DW-1725,DH-3950,DL,21,1,1,0,
747642,DW-1725,BE-0350,DM,0,0,0,0,
747648,JC-6200,KS-2350,SL,13,1,1,0,
747651,JC-6200,JT-2000,SR,0,0,0,0,
747654,JM-2900,RA-1125,SR,20,1,1,0,
747658,JM-2900,AS-0550,SM,13,1,1,0,
747659,JM-2900,AS-0550,SL,7,1,1,0,
747663,JM-2900,RA-1125,DL,0,0,0,0,XH-0100
747664,JM-2900,JK-1000,SL,6,1,0,0,
747666,JC-6200,JL-0215,SL,4,1,1,0,
747672,JM-2900,JK-0250,SM,17,1,1,0,
747673,JM-2900,RA-1125,SL,0,0,0,0,
747680,JC-6200,KS-2350,SR,0,0,0,0,DR-1950
747683,JC-6200,DW-3125,SR,6,1,0,0,
747685,JM-2900,RA-1125,SR,6,1,1,0,
747688,JM-2900,AS-3550,DR,24,1,1,0,
747690,JM-2900,JK-1000,SR,14,1,1,0,
747694,JM-2900,NS-0725,SR,0,0,0,0,
747695,JM-2900,JK-0250,SR,18,1,0,0,
747698,JC-6200,JT-2000,SR,0,0,0,0,
747700,JC-6200,JL-0215,SR,0,0,0,0,
747703,JM-2900,JK-1000,SR,4,1,0,0,
747707,JC-6200,DP-0350,DR,0,0,0,0,JA-0150
747712,JM-2900,RA-1125,DR,69,1,1,0,
747715,JC-6200,JT-2000,SL,7,1,1,0,
747716,JC-6200,JA-0450,SL,5,1,1,0,
747718,JC-6200,JL-0215,SM,3,1,0,0,
747719,JC-6200,DP-0350,DR,0,0,0,0,
747723,JC-6200,KS-2350,DM,0,0,0,0,
747725,JC-6200,JL-0215,SM,0,0,0,0,TB-2750
747727,JM-2900,AS-0550,SR,7,1,1,0,
747730,JM-2900,JK-1000,SM,8,1,1,0,
747731,JM-2900,LT-0262,SR,15,1,1,0,
747736,JC-6200,KS-2350,SR,4,1,1,0,
747737,JC-6200,DP-0350,SL,-1,1,0,0,
747738,JC-6200,KS-2350,DR,0,0,0,0,
747739,MH-0050,LC-0150,DR,0,0,0,0,
747741,JM-2900,AS-0550,SM,4,1,0,0,
